start_time,end_time,speaker,text
0.115,9.065,N/A,We're all within our group back on the trail.
10.146,17.093,N/A,"You heard that I am not outdoorsy, but I am a gardener."
18.014,19.096,N/A,"Kind of crazy, isn't it?"
20.217,22.259,N/A,"But if you find your niche, you just start to roll with it."
23.28,24.081,N/A,"I'm no hiker, though."
25.006,28.17,N/A,"Hiking is not my life, but hiking is a great thing to do."
28.311,35.1,N/A,"Everyone can find small trails, short trails, or you can be a biker and bike on trails that are for bikes only."
39.306,42.811,N/A,I think we're coming to our first checkpoint.
42.831,43.612,N/A,We have a traffic jam.
44.934,50.001,N/A,"Always a traffic jam, that's what we're going to call it."
58.25,60.572,N/A,We see more out here.
60.592,64.255,N/A,A lot of nice looking forestry.
65.536,69.92,N/A,That is definitely worth gandering at.
70.981,73.683,N/A,We have a ride out tree trunk right here.
75.224,76.685,N/A,That has long since been gone.
78.167,81.349,N/A,We are now crossing up the rocks and going to our checkpoint.
82.971,83.631,N/A,Reach.
83.992,88.155,N/A,What do you guys see in this area that might have been different than your hike up?
89.401,92.545,N/A,Is there anything else?
92.785,94.067,N/A,Berries.
94.087,94.828,N/A,"Okay, berries."
94.888,96.289,N/A,Let's focus.
96.95,100.234,N/A,We have this area of observation over here.
100.374,101.396,N/A,You can even see up there.
101.496,107.363,N/A,"It continues on the sides, but we want you to focus on this little berry right here."
108.244,108.985,N/A,There's one there.
109.185,113.891,N/A,And then you guys are going to try to notice the difference.
113.991,116.254,N/A,It's got two.
116.834,117.315,N/A,Yes.
117.447,120.773,N/A,So what do you think is those two points?
121.114,121.795,N/A,Like what is it from?
122.897,126.744,N/A,And what could possibly be unique about that berry besides the two points?
132.354,139.827,N/A,Well it could be from... What do fruit produce?
139.958,140.539,N/A,Seeds.
140.679,143.202,N/A,"Okay, so how many seeds do you think might be inside?"
143.323,144.184,N/A,Two.
144.204,144.444,N/A,Two.
144.464,146.227,N/A,"Okay, and question?"
146.547,149.051,N/A,So how do you think it came to be that berry?
149.291,151.754,N/A,Like what would create that berry?
152.275,153.817,N/A,Like how would it be reproduced?
154.919,156.261,N/A,With the egg and the sperm.
157.522,159.085,N/A,"A flower, okay."
159.165,166.194,N/A,"So if there's two seeds, double fertilization like two eggs and two sperm."
166.214,166.675,N/A,So two
167.296,189.237,N/A,two flowers yeah two flowers and you can taste it it's edible and it's just kind of like it tastes like air yeah you're not gonna get nutrients from it i've eaten them before i don't need to eat them again it tastes like um you can find the citrusy air taste the two seeds though they are two seeds yeah and you can like individually like pop it out immediately
189.217,190.339,N/A,Yep.
190.419,192.041,N/A,And it's called Partridge Berry.
192.542,193.223,N/A,Partridge Berry.
193.463,196.046,N/A,So it looks like the next group's coming up.
196.066,197.609,N/A,That was all we had for you guys.
197.669,198.75,N/A,Thank you so much.
199.091,199.852,N/A,We loved it.
200.272,201.414,N/A,Yes.
201.434,202.616,N/A,Do you all want this back?
202.656,203.256,N/A,There you go.
203.737,204.478,N/A,It's all yours.
204.578,210.286,N/A,It's not snack time yet.
210.406,211.107,N/A,Up the trail we go.
211.127,212.489,N/A,That was the first checkpoint.
212.629,216.675,N/A,"And as we walk, we're going to look at the"
218.579,222.144,N/A,"downhill, you can hear the river, the waterway."
222.865,226.991,N/A,I'm not going to walk that far down because I could topple and I don't have insurance that can cover all that.
228.172,231.817,N/A,So we're going to continue to trek uphill with my partners.
233.459,241.931,N/A,"As you see over here, you see all the greenery that is being shown or being produced by nature."
243.053,246.257,N/A,We see some pine
247.672,249.735,N/A,Can you say a pine tree or something close to that?
249.755,251.318,N/A,That is up here.
252.42,264.018,N/A,"That is not quite your Christmas tree, but you know, it could be something to take home if you so choose to."
265.741,266.783,N/A,But you have to hike to get it.
270.969,272.211,N/A,We have this interesting tree right here.
272.272,274.455,N/A,"It looks like a twig, a tall twig."
277.658,278.88,N/A,It strikes your imagination.
278.9,279.722,N/A,Look at that imagination.
279.742,280.002,N/A,Look at.
284.991,290.742,N/A,Now we're getting to our second checkpoint as we cross the threshold of this trail.
299.438,299.498,N/A,OK.
300.119,303.884,N/A,We need you to touch this leaf and tell us what you feel.
304.785,306.647,N/A,It's a sensory station.
306.908,307.128,N/A,Yes.
307.408,307.889,N/A,Sensory station.
307.909,308.63,N/A,It's so soft.
