start_time,end_time,speaker,text
0.419,6.287,N/A,"You can use the footage to make like a... Oh, does it need one of these?"
6.888,7.729,N/A,I think you got one on there.
7.989,8.21,N/A,Okay.
8.61,8.831,N/A,"Oh, okay."
8.851,9.191,N/A,I see it.
9.231,9.512,N/A,Sorry.
9.572,14.478,N/A,This is very... I think David and Tom were wearing them yesterday.
18.063,19.005,N/A,I'm gonna do this real quick.
19.045,23.811,N/A,A little... Surprisingly helpful for trying to keep track of when the heck stuff is.
23.891,24.072,N/A,Alright.
24.152,25.233,N/A,Does it timestamp anything?
26.495,26.595,N/A,Yeah.
26.761,28.003,N/A,It's probably in the metadata.
28.023,37.394,N/A,"Yeah, no problem."
39.517,41.359,N/A,"Vincent, have you got a partner?"
41.379,42.3,N/A,I do.
42.621,43.081,N/A,All right.
43.362,44.223,N/A,Somebody stole me.
44.243,44.864,N/A,That's all right.
45.104,45.545,N/A,Let's see.
49.49,51.532,N/A,Do you have a partner?
51.552,52.653,N/A,Probably not.
52.674,53.755,N/A,"Can I work with you, Megan?"
54.055,55.197,N/A,"Yes, I would love that."
55.597,56.278,N/A,Fantastic.
57.372,58.173,N/A,Have you got a partner?
58.213,58.533,N/A,Alright.
58.553,62.257,N/A,Are you trying to trade me already?
62.658,69.966,N/A,I was trying to include people that might not have a partner.
69.986,71.067,N/A,"Good, how are you?"
71.087,71.607,N/A,Everything good?
72.048,72.268,N/A,It's great.
72.288,72.949,N/A,Did it go over your last line?
72.969,73.109,N/A,It did.
73.129,73.349,N/A,It did.
73.369,73.83,N/A,I slipped.
74.07,74.831,N/A,I didn't get attacked.
77.454,78.335,N/A,"Nope, I grabbed a pencil."
80.997,83.18,N/A,How'd you sleep last night?
83.2,83.38,N/A,"Aw, hell."
83.798,86.701,N/A,"Your alarm woke me up, thank God, because I was dead."
86.721,87.081,N/A,Really?
87.101,88.022,N/A,Yeah.
88.082,89.103,N/A,At 7.40.
89.123,89.543,N/A,OK.
89.643,91.485,N/A,"And I was like, Megan, we have to get out."
91.505,92.826,N/A,I didn't think it was that loud.
92.866,94.108,N/A,"No, I needed it."
94.128,97.03,N/A,And it's also my ringer on my phone.
97.07,99.292,N/A,"So I was tuned in because of the sounds, right?"
99.312,100.754,N/A,"So I was like, oh, yeah."
100.774,101.655,N/A,"I was like, my phone."
101.755,109.882,N/A,Y'all can go down towards where Frances is.
110.063,111.784,N/A,I would have been linked to everything.
111.804,112.725,N/A,I meant to send this to her.
113.903,118.288,N/A,We did something like this in my high school class and I thought I would be clever.
119.009,123.414,N/A,"And I picked someone with a really, really big tree as my one meter square."
124.115,130.963,N/A,But the problem was the teacher and my dad had been friends for 20 some years and he knew that I was trying to be clever.
131.404,134.367,N/A,"He says, you got to count all the species up there."
135.128,137.191,N/A,"Hey, let's count off."
137.211,139.033,N/A,"One, two, three."
139.587,142.29,N/A,"4, 5, 6, 7, 8, 9, 10!"
142.31,147.075,N/A,12.
147.596,150.919,N/A,Tell the bears we're here.
150.94,151.78,N/A,We're missing 13?
152.181,152.601,N/A,Yes.
152.621,153.142,N/A,You're 12?
153.883,153.963,N/A,Yes.
153.983,154.083,N/A,13.
154.103,154.443,N/A,14.
156.245,157.847,N/A,What's the point of the numbers?
157.867,158.708,N/A,"Well, someone's missing."
159.169,159.709,N/A,15.
161.411,162.072,N/A,But who's missing?
162.152,162.552,N/A,16.
162.933,164.174,N/A,She hasn't had any.
164.194,165.295,N/A,She's laying down.
165.435,166.016,N/A,Where's 17 at?
166.036,166.216,N/A,I'm 17.
166.236,166.857,N/A,"Hey, oh, OK."
166.877,167.418,N/A,We're all here.
167.878,169.56,N/A,So this is what we're going to do.
169.996,174.403,N/A,"You know, depending on what grade level, you might want to amp this up a little bit, right?"
174.443,181.393,N/A,"You might actually want to categorize by species name and use iNaturalist or use a key, whatever feels comfortable to you."
181.413,185.038,N/A,But what we're going to do today is we're going to identify species by just a letter.
185.058,191.888,N/A,So don't be confused between these species letters and the letters of like the ABCs that Josh was referring to earlier.
193.29,196.916,N/A,So what we're going to do first is we're going to run a preliminary trial.
196.996,199.8,N/A,"What we're going to do in our groups, we're going to grab a hula hoop"
200.827,203.59,N/A,And you're just gonna toss this and do a little random sampling.
204.53,206.412,N/A,And you're gonna come over here with your partner.
206.452,207.773,N/A,One partner's gonna time you.
208.594,211.217,N/A,"Okay, the other person's gonna look, or maybe together, right?"
211.757,217.222,N/A,"You're gonna look and try to identify all the different things you see in this little hula hoop, okay?"
217.583,225.17,N/A,And what I'd like you to do is actually pick out one sample of each as a representative for each of the individual species you see.
225.19,226.711,N/A,Does that make sense?
226.731,226.991,N/A,Right?
227.592,228.673,N/A,And then we'll
229.244,231.827,N/A,"The first time, we're going to have eight minutes to do this."
231.867,234.771,N/A,"So when eight minutes expires, we're done looking at this."
235.452,237.714,N/A,Then what you'll do is you'll move on to stage two.
238.335,240.858,N/A,And I'm going to give you further instruction at that point.
240.878,241.319,N/A,Is that cool?
241.98,249.569,N/A,"So after you're done identifying what looks different from one another, then you're just going to pause and hang until I give you further instruction."
250.71,251.671,N/A,All right.
251.691,252.412,N/A,And pick your samples.
253.313,258.019,N/A,"Find a spot, toss that hula hoop, and then set that timer to eight minutes."
258.202,266.232,N/A,"Well, let's not do the gravel."
267.394,271.919,N/A,I learned my lesson on that.
274.222,274.623,N/A,Sure.
