start_time,end_time,speaker,text
25.107,31.598,N/A,we'll hear from half of our room that we think that faster water is better at supporting wine.
31.618,35.044,N/A,"Others say, no, this is why life gets swept downstream."
35.064,39.231,N/A,We think slower water is better at sustaining wine.
39.251,45.782,N/A,"That's a question we have a low amount of confidence in our thinking so far, but the more data we can"
61.709,64.598,N/A,"As I said though, we are gonna spend the bulk of our time."
147.333,148.314,N/A,"Real quick, sorry."
149.096,151.079,N/A,You might notice David wearing this funny contraption.
151.139,152.821,N/A,This was Amanda's idea.
152.881,153.603,N/A,I'll blame Amanda.
154.043,159.271,N/A,She thought it'd be really interesting to capture some first-person footage of your efforts.
159.291,162.757,N/A,"So if anyone's interested in wearing the second one, volunteers are welcome."
162.777,165.28,N/A,You can look as cool as David looks right now.
165.501,169.327,N/A,"So if you're interested, you can just meet me over there, or you can just head off and follow Grace."
171.73,172.672,N/A,"Anyway, thanks, Grace."
172.692,172.952,N/A,Thank you.
173.012,173.593,N/A,No problem.
180.998,181.339,N/A,Yes.
184.203,190.692,N/A,"Hey, I know you."
196.681,199.205,N/A,Holy cow.
199.305,204.593,N/A,Man.
209.939,231.5,N/A,He's doing his nature notebook stuff.
237.566,237.786,N/A,Yeah.
242.525,246.168,N/A,I mentioned I wish I had a bicycle and floor showed up the next week.
246.188,247.289,N/A,Oh my gosh.
248.831,251.573,N/A,Is this all we do?
251.854,255.017,N/A,"Yeah, that's all you do."
255.137,257.539,N/A,It's supposed to be more like this though.
258.88,259.12,N/A,You're good?
259.14,260.281,N/A,Wow.
260.301,260.822,N/A,Did you miss?
261.703,262.143,N/A,Am I good?
262.604,263.244,N/A,"Yeah, I got you."
263.284,265.206,N/A,But you're a little over spray with that.
265.266,267.168,N/A,There you go.
267.188,267.989,N/A,"All right, next."
269.39,270.591,N/A,You are good to go.
271.297,294.942,N/A,I'm getting all this footage Man that's like right out of a late 80s film
303.562,305.184,N/A,"Actually, I got that in film, I think."
308.79,319.687,N/A,"We should make, we should revise that, edit that back to a 2025 film at Tremont."
322.151,327.038,N/A,"We should do that phonology thing at our schools, Jen, nature notebook stuff."
327.507,334.218,N/A,"Yeah, the kids just go out and look at the tree, and they help identify when trees bloom seasonally."
334.238,335.921,N/A,It goes into a huge database.
337.183,338.225,N/A,Matt could hook you up with it.
339.567,340.208,N/A,It's so easy.
340.669,342.532,N/A,And you've got the freedom to do stuff.
342.552,344.455,N/A,You could do it every quarter when you have new students.
345.918,347.08,N/A,"Oh, man."
349.203,349.684,N/A,How to what?
356.583,358.807,N/A,Look at all this name game stuff.
360.369,384.447,N/A,Beats me.
386.013,392.282,N/A,"I don't know, I intended on doing it with Catherine like four years ago and Max showed us how to do it, he brought us up here."
392.302,394.545,N/A,And then we never did it.
394.565,404.038,N/A,I think environmental club.
404.457,407.541,N/A,That could be something that Anne does.
407.982,409.744,N/A,Did you do the lichen thing?
409.945,410.325,N/A,Not yet.
410.345,411.106,N/A,With his?
411.126,411.947,N/A,"Ruth, that's really cool."
411.967,419.598,N/A,We were hoping to in the next year and I was just saying to Annie that I need to go print out a bunch more flyers.
419.998,431.494,N/A,I was really glad that y'all didn't have to pilot it because I felt like I figured out what I wasn't ready to explain and yeah.
432.014,451.137,N/A,We used to have like a lichen plot set.
452.77,465.143,N/A,"There was a teacher named Justin Reed who started participating in UTK, like in teacher outreach study thing, set this whole thing up."
465.163,467.025,N/A,"Then he went to Taiwan, moved to Taiwan."
467.626,468.767,N/A,His wife's Taiwanese.
469.228,476.095,N/A,"And that was the same summer that the school decided to build or renovate the baseball field, tore all the stuff up."
493.574,495.417,N/A,"Yeah, it'd be cool to go to a purchase knob, too."
