start_time,end_time,speaker,text
0.031,2.056,N/A,It's talked over.
2.978,3.479,N/A,Ignored.
5.323,9.493,N/A,"You know, maybe somebody made assumptions about you and it was hurtful."
10.014,16.69,N/A,So I want to revisit this because we have already had some of this get stepped on a little bit.
17.547,27.997,N/A,"And already in our collaborative group of well-meaning, really good people, there's already been a little bit of hurt feelings just in interaction."
28.117,38.767,N/A,"So I don't really have an idea of who this is, but what I love, and I say this to my staff, it's the norms are great, and almost everybody can come up with a good set of norms."
40.068,41.99,N/A,The living within those norms is tricky.
43.271,45.934,N/A,"Because oftentimes, and one of our usual norms is like,"
46.657,49.922,N/A,take ownership over the impacts that you have.
49.942,51.365,N/A,"And usually everyone's like, of course I do that."
52.026,54.37,N/A,But you don't always know the impacts that you have.
55.572,59.839,N/A,"And sometimes you can hurt somebody's feelings, never know that you did."
60.5,67.872,N/A,"Because you certainly didn't intend to, but something you said or a way that you said it caught somebody wrong."
68.324,71.229,N/A,"And in those moments, you'd never know."
71.309,77.36,N/A,"Like the person would be hurt, the person who did it would never know, and we'd all go on, and the system remains the same."
78.221,86.475,N/A,"But in our situation, and what I like about our staff, what I like about this group already is sharing that."
88.018,90.923,N/A,Sharing that sense that I got my feelings.
93.468,95.816,N/A,this happened and I just wanted to bring it up.
96.177,97.521,N/A,So it came to me.
98.143,101.574,N/A,"So I just want us to know, this stuff is happening."
102.116,104.524,N/A,And we don't mean it and we don't intend it typically.
106.107,120.127,N/A,"So I would call us just to think about, and really I would go back to the thing we had written down in here a number of times, the idea of affirming gestures, heard included, collaborative."
120.548,123.052,N/A,I know that kind and positive is written on here.
123.112,130.262,N/A,"Really focus on how we respond to things, how we talk about things, language that we use."
130.903,133.667,N/A,"And if you end up on the wrong side of that, you're like, shoot."
136.668,137.77,N/A,I didn't sit very well with me.
138.631,139.472,N/A,Tell somebody.
139.552,140.414,N/A,Don't sit there.
140.474,141.235,N/A,Don't suffer.
141.295,146.443,N/A,"Don't think, oh, it's just because of this or that, or they didn't mean it, so I'm just not going to say anything."
146.463,148.526,N/A,"If you had that moment, just say it."
148.546,151.551,N/A,"I mean, this is probably the most friendly group of people you're going to work with."
151.571,154.235,N/A,"I mean, these are people that really want to do the best by everybody."
154.997,155.778,N/A,So this is how we learn.
156.319,157.48,N/A,And this is what happens in classrooms.
157.5,158.802,N/A,This is what happens in every group.
159.423,162.388,N/A,"We learn by going like, oh, shoot, I did not realize it."
166.621,174.732,N/A,"So I do this now because we're going to be working together all afternoon, all evening, tomorrow, and then hopefully later on after we leave here."
