start_time,end_time,speaker,text
2.579,6.464,N/A,There's another piece to this.
7.385,12.232,N/A,"These veins are paired, whereas these are alternate as well."
14.995,18.019,N/A,"We've got serrated edges, very similar shape."
18.46,30.375,N/A,If we were to take one leaf and compare them...
30.76,33.422,N/A,"Yeah, these veins are paired better than these are."
34.123,41.169,N/A,"But aside from that, there's not a... I don't know, it's a little fatter at the base, but there's a little fatter in the middle."
42.63,43.431,N/A,How about the edges?
43.471,45.393,N/A,Maybe that's a bad one that I gave you.
45.733,46.293,N/A,Look at this one.
46.313,46.914,N/A,This is smoother.
46.974,48.155,N/A,These are a little more serrate.
48.295,49.056,N/A,"Right, right."
50.577,55.461,N/A,And what do you notice about the venation compared to this one?
56.742,59.805,N/A,"I mean, like I said, these ones alternate, whereas these ones are paired more."
60.275,68.991,N/A,How about where they wind up on the edge of the leaf?
69.332,82.637,N/A,"So these are the different kinds of tree seeds that we could think of, a couple examples of ones we found."
83.14,86.708,N/A,"We don't actually know the names of them, but we learned that it's not that important."
87.309,93.924,N/A,But these I used to use as a kid to throw them out of the playground.
94.084,98.113,N/A,And then I got to thinking about how these things I used to throw up.
98.153,100.719,N/A,"And Buckeyes were always for luck, right?"
101.2,102.583,N/A,And Walnuts were high.
102.563,122.135,N/A,"We do a thing called seasonal rounds, like thinking about the different times of year and the things that are important in your life or in your family."
122.155,130.208,N/A,"And it's like, you know, we always throw each other in the ballroom."
134.474,149.94,N/A,This is the Red Chateau Rail.
150.12,155.249,N/A,It's found on the rivers in the eastern side of the USA.
155.269,156.01,N/A,It's typically
156.445,159.909,N/A,"edible, so if you want to eat it and you're hungry, you can eat one or the other side."
159.929,162.552,N/A,"I know, I saw that the other day and I was like, is it edible?"
162.572,164.153,N/A,"And I was like, yes it is."
164.173,170.821,N/A,"Yeah, you even put on your pizza as a, I forgot her name, told us she put some of her pizza in Virginia, which I would not do, but she eats her own."
171.381,175.966,N/A,It's typically found around parkwood trees in the summer and fall seasons.
175.986,181.052,N/A,"They're not always easy to find when they're easy to find, or when you do find them anyway."
181.167,208.643,N/A,Hm.
208.623,230.775,N/A,"Well, that was something that I need to be reminded of."
230.875,235.221,N/A,I oftentimes forget that it is like further in.
235.201,237.126,N/A,And I don't know.
237.166,243.263,N/A,"Somebody else said that if you broke this in half, what would you actually see inside?"
243.283,244.587,N/A,"So that was cool, too."
245.005,246.287,N/A,"Was this broken, or was this?"
246.367,247.489,N/A,It was all like this.
247.609,249.051,N/A,I just uncovered it from leaves.
249.071,253.318,N/A,"Because I wondered if that's the nice feeling, maybe?"
253.739,254.78,N/A,They are thread-like.
254.921,259.408,N/A,They have like a magnifying glass or something.
259.428,260.63,N/A,I thought I already told you something.
260.65,261.251,N/A,I can tell you something.
261.271,261.731,N/A,Thank you.
261.912,262.633,N/A,Thank you.
262.653,266.018,N/A,Mine is about the interconnectedness in nature.
265.998,269.064,N/A,those of us here are kind of along the same lines.
269.084,280.446,N/A,"And so I found it fascinating that they're all living in a very small space and there's at least four organisms visible, probably more that are microorganisms."
280.686,284.614,N/A,"But we have two types of moss, a fir,"
284.594,300.434,N/A,"and the lichen, and it's a folioslichen, so it's very sensitive, and they depend upon each other for nutrients, and they also synergize to be more together, and they are individual."
300.555,302.878,N/A,"So, I really am happy for this."
303.178,310.888,N/A,"I love the little tin drills you can see from the bottom of the lichen, you know?"
310.868,312.49,N/A,Thank you.
312.691,315.194,N/A,I like the folios because you don't have it at our school.
315.274,321.063,N/A,So I have a long stalk here.
321.483,324.047,N/A,And then I have the fruit bearing part.
324.588,325.99,N/A,And I drew it a little bit bigger.
326.07,327.152,N/A,So the spores will be here.
327.272,328.734,N/A,And they are sexually reproducing.
328.754,329.835,N/A,I did not mention that.
330.176,335.484,N/A,But the spores can be spread across the environment via wind or water.
335.544,339.93,N/A,"So obviously, in the Smokies, as you know, it's a very humid climate with a lot of water."
339.91,344.095,N/A,What makes it a feather?
344.897,346.398,N/A,I don't think I've ever heard that distinction.
346.819,349.643,N/A,I know that they're talking about feather mouses from what I read.
349.663,351.765,N/A,I'm not too expert at this.
351.785,353.448,N/A,It's just the feathery texture.
353.688,355.09,N/A,And I try to draw it like here.
355.17,358.514,N/A,So some of them branch out and they look like feathers.
358.715,362.56,N/A,So that's from what I gather and my best explanation.
362.68,365.243,N/A,But I can't give a full actual scientific answer.
365.223,370.252,N/A,So the fingery ones that Michelle's collected there would be a feather moss?
370.272,370.672,N/A,Yes.
370.752,371.414,N/A,Okay.
371.434,385.257,N/A,So and then the one I took an image of was more like closer to the ground so they're more like low lane like feather moss or mosses in general but the ones I took up they were more like sporadic and tinier compared to hers but she has two different mosses.
385.237,386.038,N/A,Yeah.
386.098,387.539,N/A,And then I did some quick hitters on it.
387.579,390.382,N/A,So they're great habitat space for insects.
390.402,391.543,N/A,It's a nice sample.
391.563,393.385,N/A,Solve the snails to smell like the mommy.
393.785,398.229,N/A,And then I also mentioned how they're great for mitigating climate change.
