start_time,end_time,speaker,text
0.284,0.765,N/A,Yeah.
1.866,3.869,N/A,We recorded a lot of the bear on here.
4.129,4.489,N/A,"Oh, really?"
4.509,4.63,N/A,Yeah.
4.65,6.272,N/A,This is the bear origin spot.
6.372,6.752,N/A,Welcome.
7.754,7.954,N/A,Yeah.
8.194,9.396,N/A,Tell us about your bear origin.
9.796,17.807,N/A,"Well, there's a log down here at the bottom that the bear was rolling over and getting under and he's looking for other things out of there."
18.207,22.272,N/A,"Yeah, we saw him doing similar, but pulling bark off and stuff."
22.292,22.392,N/A,Yeah.
22.633,24.876,N/A,And then he started climbing up the hill.
24.936,25.937,N/A,"Oh yeah, good job."
26.238,27.119,N/A,I was a little nervous.
27.139,30.222,N/A,Ann nicely told him that we loved him and he needed to go someplace else.
30.242,30.842,N/A,"Oh, he came to us."
31.203,33.905,N/A,So he came to y'all.
33.945,34.485,N/A,He avoided us.
34.866,37.869,N/A,"But he was our guest speaker, which is what took us so long."
38.129,41.111,N/A,We have all of the class with us now instead of just two.
41.232,42.593,N/A,We're a big group.
42.653,43.634,N/A,A big group.
43.774,48.438,N/A,We're going to have a big group lesson.
48.458,49.719,N/A,"Vincent, you got this?"
49.739,49.839,N/A,What?
49.859,50.58,N/A,You guys remember?
50.78,52.442,N/A,So we're looking at ferns.
52.462,52.742,N/A,Yes.
52.762,54.424,N/A,I love ferns.
54.444,56.025,N/A,"And this fern in particular,"
56.174,60.219,N/A,There are two different ferns around.
60.279,61.56,N/A,So we're looking at these.
61.961,65.785,N/A,If you can find something that looks pretty similar to that guy.
65.825,70.711,N/A,I'll come down the road here and see if I can help find one.
71.131,73.914,N/A,That's the kind we're looking at right there.
74.495,80.562,N/A,"So when you see that fern, what does the first thought come to you of"
81.115,82.316,N/A,That's a sock.
82.336,82.837,N/A,Is that what you said?
83.057,83.898,N/A,"I mean, what does it look like?"
84.219,86.502,N/A,What kind of object does it look like?
87.162,88.364,N/A,Christmas tree sock.
88.384,90.226,N/A,Is that what they're supposed to be?
90.246,90.827,N/A,You know too much.
90.847,95.192,N/A,"You know this, right?"
95.212,99.417,N/A,That kid selling answers down the mountain.
99.437,100.198,N/A,"Dude, that's the thing."
100.218,102.0,N/A,I don't know.
102.04,103.342,N/A,Not that one.
103.502,104.203,N/A,It's this one.
104.47,106.012,N/A,Wood ferns are really common.
106.072,107.814,N/A,I forget like how to tell them apart.
107.934,110.978,N/A,What kind of common name?
111.378,116.264,N/A,He's already gave the real name.
116.504,120.609,N/A,Well the fern we're looking at is this fern right here.
120.629,122.311,N/A,Well you already know what you're going to do.
122.371,123.533,N/A,I don't know why I'm telling you.
123.553,125.916,N/A,What kind of common name do you want to give that fern?
125.956,130.241,N/A,"If you're the science person who gets to come and name it, what are you going to name it?"
130.962,131.322,N/A,Okay.
131.757,133.6,N/A,"Is that good, other people?"
133.68,136.223,N/A,I think they all know it.
136.264,137.105,N/A,You don't get to name it.
137.626,141.471,N/A,"That's probably why we break up in smaller groups, right?"
141.511,142.873,N/A,That bird just calls a ruckus.
143.574,147.199,N/A,"Let's just keep going, huh?"
147.219,148.021,N/A,You guys want to come with us?
149.182,150.164,N/A,This is the end of the line.
150.484,155.892,N/A,"Even if you know the name of it, what else might you name it?"
156.682,160.168,N/A,for all you answer knowers who know what every plant in the forest is.
162.411,163.373,N/A,Green fern.
164.374,165.035,N/A,Green fern.
165.135,169.843,N/A,"Green fern number one, green fern number two, fern number three."
169.863,170.624,N/A,Sketchy fern.
