start_time,end_time,speaker,text
0.47,25.673,N/A,"And as you likely already know, salamanders are very sensitive organisms."
25.693,28.255,N/A,One of the reasons they're so sensitive is because they don't breathe through internal lungs in the same way that we mammals do.
28.275,29.456,N/A,They perform gas exchange through the medium of their skin.
29.476,30.257,N/A,Every part of the salamander is
35.3,57.001,N/A,"opportunity, and so it's really important for us to make sure that we are not contaminating the salamander skin with any of the oils or contaminants on our skin, which could be hand sanitizer or soap or a little bit of salt from the snack you just ate."
57.021,57.662,N/A,We are going to instead use this
78.348,83.456,N/A,"is going to be flipping up the rocks, and who's going to be holding the bag?"
83.476,85.179,N/A,"Of course, you can keep rotating those rolls as well."
85.7,88.885,N/A,"So John, would you like to lift this black rock here?"
88.905,89.005,N/A,Yeah.
89.566,98.782,N/A,"If we are getting ready to lift the rock, we want to have our bag down low, ready to press against the ground, so if there's something under there, it doesn't run under the bag."
98.802,99.002,N/A,You ready?
99.022,99.783,N/A,Ready.
99.803,101.125,N/A,OK.
101.145,102.207,N/A,"Oh, look."
102.828,103.229,N/A,Oh!
103.249,103.95,N/A,We actually got it.
108.824,127.272,N/A,orange china gecko um that's what's printed on the bottom of this guy underneath we're gonna put down our bag and then using something soft like a little leaf or something we can tickle the tail of our little friend and get it to run into our bags yes we got it seldom happens
127.252,128.014,N/A,that easily.
129.196,134.668,N/A,A lot of them are going to get away because they're small and they're fast and they're brown and you lose track of them.
134.688,144.69,N/A,If there had been nothing under our rock we would simply put the rock back gently in the same place that it was not like flinging it through the creek to hit someone else.
144.71,147.235,N/A,But because we have our salamander in the back
147.839,150.142,N/A,We're going to make sure that it's got a little bit of water.
150.562,163.678,N/A,I like to say maybe a fingernail worth of water in that bag with our salamander so it can stay moist and slimy for optimum gas exchange.
164.359,165.661,N/A,Zip this bag back up.
165.681,170.767,N/A,Don't have to worry about it because we've got oxygen from the bag as well as from the water.
170.787,174.792,N/A,"And then we're going to bring this number one bag, salamander and water intact, back to our base."
181.522,197.122,N/A,"zipped into its bag inside and exchange it for the number one cone, which is going to be placed in the same spot we found our salmon."
197.142,204.171,N/A,That way we're later able to collect data from that spot knowing that it was a spot that apparently is preferred by salmon.
207.053,216.183,N/A,Some rules about our salamander survey are that only one salamander can ever go in that bag.
216.203,222.629,N/A,"So even if you find it next to three of its siblings, only one gets to go inside the bag."
222.69,225.913,N/A,The bag is only used for one salamander.
225.933,230.698,N/A,"So if you have a salamander captured in your bag, you cannot dump them out and be like, no, I'm going for a bigger one."
239.082,254.97,N/A,"Additionally, recommend that you not flip rocks that are bigger than your own head."
254.99,256.633,N/A,And just be a little bit careful of your feet as you're moving through the stream.
256.653,259.217,N/A,"Sometimes we have a habit of jumping rock to rock, but since we know those rocks are also places salamanders prefer to be under,"
272.663,289.223,N/A,We're going to establish some simple boundaries that will be from these fallen logs across the stream.
289.243,291.027,N/A,"All the way up to here, the left fork of the stream begins in the bank and an approximate"
305.317,318.634,N/A,minutes for this search if you have questions about your salamanders we might ask you to hold on to them but certainly if you have a salamander in the bag and you'd like to share it with
335.877,342.428,N/A,"that when you're flipping rocks to flip them away from you and not towards you, why might that be a piece of advice?"
345.794,356.012,N/A,"Yeah, one when we set it back down and second, salamanders are not the only friends that live under rocks, so if you flip a rock and there is a snake or another critter that maybe you are less excited to see,"
364.97,371.946,N/A,Yes.
371.966,372.427,N/A,Two people per bag.
372.447,375.694,N/A,"That just means that we're not going to catch 18,000."
375.714,377.418,N/A,We're going to limit the number that we're going to catch.
377.438,379.343,N/A,Just a bag for now.
379.403,383.552,N/A,"We won't give you the cone until you come back with your bag, but you need a bag and a partner for now."
400.373,402.196,N/A,Never caught.
402.456,403.558,N/A,"Well, either one."
403.578,405.02,N/A,Either one of those things.
405.04,405.781,N/A,Just curious.
405.801,406.442,N/A,Not caught.
406.462,408.405,N/A,"Yeah, I mean, this is a really cool thing."
408.425,411.55,N/A,"We do it a lot, so for us it's like, oh, we're going to go get salamanders."
411.57,412.631,N/A,But it's exciting.
412.651,416.837,N/A,"I guess it's not something you do every day, obviously, and it's just really fun."
417.058,419.381,N/A,Just take the time to just enjoy.
419.401,420.623,N/A,They're smaller than you think.
420.823,423.327,N/A,"I mean, we might find adult salamanders that are that big."
445.649,465.952,N/A,"Not all salamanders are aquatic, though, so we have terrestrial salamanders."
465.972,468.995,N/A,"They are often found in places that stay really wet, so the high elevations where it's misty all the time is a great place for terrestrial salamanders."
469.015,470.357,N/A,All over the park is phenomenal compared to the rest of the world.
470.377,471.538,N/A,This is the salamander capital of the world.
471.558,471.799,N/A,Thirty-one.
471.819,472.7,N/A,Now we know.
472.78,473.04,N/A,Grab a buddy.
480.243,492.717,N/A,So if you're ready to be on camera I can be whatever.
524.877,525.506,N/A,Thank you.
595.516,598.337,N/A,Yeah.
630.582,658.834,N/A,I didn't see any better.
659.945,676.855,N/A,Yeah.
676.875,676.975,N/A,Yeah.
709.928,739.007,N/A,We don't get another bag.
757.938,782.646,N/A,I'm the only one.
786.997,796.348,N/A,Yeah.
823.075,836.545,N/A,On a day like today when it's just rain.
898.338,922.04,N/A,Who did not get their number?
922.06,922.561,N/A,That's not my salamander.
922.581,923.282,N/A,We got one with a little bit there.
928.983,938.74,N/A,I think I was three.
940.002,952.543,N/A,"Oh my goodness, look how small he is."
961.636,978.634,N/A,Yeah.
978.654,990.647,N/A,Mars is number seven.
999.773,1029.578,N/A,the one they just found.
1039.868,1058.518,N/A,I saw this.
1076.285,1077.727,N/A,We got one.
1077.747,1079.369,N/A,I'm just glad we found one.
1079.389,1083.134,N/A,That's a good idea.
1083.214,1086.519,N/A,Sell and face it with salamanders.
1086.599,1090.223,N/A,"But when we do the snail survey, I'll be the only one that didn't find a snail."
1090.364,1094.149,N/A,"And it's like, you feel like you're four years old."
1094.249,1097.253,N/A,"And people are like, oh, you can buy a snail."
1097.273,1098.214,N/A,I want to do it myself.
1098.234,1101.659,N/A,You might need a tiny bit more water.
1101.679,1102.68,N/A,"Yeah, he's cute."
1119.839,1140.835,N/A,"Yeah, that looks great."
1165.722,1175.26,N/A,We're going to be looking at all these a little bit closer.
1221.832,1227.855,N/A,"Sometimes I'm just like I'm talking like extra loud, but we're coming like around there."
1229.18,1232.753,N/A,"Just make sure like alright, so we're coming over here."
1255.649,1258.622,N/A,Good.
1295.086,1295.647,N/A,Is that the seven?
1296.508,1297.009,N/A,That was ours.
1297.089,1299.051,N/A,"Yeah, we tried to get some more in there."
1299.071,1299.933,N/A,He's in there.
1302.536,1321.482,N/A,Very well camouflaged.
1329.68,1351.091,N/A,"Especially if you've got an itty bitty branch, recommend it."
1351.111,1353.274,N/A,"And if you've got a really muddy bag, you can swap it out for, I think I caught eight, so eight is the word."
1366.788,1368.681,N/A,Yeah.
1368.742,1373.052,N/A,No.
1409.988,1411.17,N/A,Okay.
1412.853,1413.894,N/A,I see some additional details.
1413.915,1419.003,N/A,"If you want to open the bag and look at him from above without the bag, that can really help see the clarity."
1419.584,1427.277,N/A,I'll try getting a little extra light on him.
1428.379,1430.722,N/A,So you can see a couple of details right there.
