start_time,end_time,speaker,text
0.031,3.877,N/A,I've kicked that thing like six times in my bed.
4.418,7.744,N/A,"I'm like looking, I'm like rocks, water bottles that are bright."
10.488,18.621,N/A,"It's going to be just like, who's that guy?"
18.641,18.842,N/A,All right.
21.366,21.426,N/A,OK.
21.446,22.748,N/A,Cone this out a little bit.
41.847,63.624,N/A,There you go.
63.644,63.724,N/A,See?
63.744,64.025,N/A,There's water.
64.045,64.826,N/A,I'm not trying to shake you too much.
64.846,65.307,N/A,You're so close.
73.927,79.502,N/A,No.
79.522,80.364,N/A,That was much harder than that.
80.384,90.771,N/A,"Yep, that was."
103.795,123.903,N/A,you can't tell they are genetically extinct.
123.923,129.53,N/A,We have two kinds of live in this area.
129.55,130.832,N/A,But the kind of find was renamed Cherokee black belly from black
135.723,154.045,N/A,which you might not learn how to access.
154.065,155.927,N/A,"If it starts with a G, then that sounds like the librarian who doesn't know how to handle it."
155.947,156.808,N/A,So are they technically different speakers?
156.828,157.348,N/A,"Which, do they interbreed?"
157.368,157.849,N/A,I think that that answer
169.777,171.159,N/A,How are we defining species?
172.121,193.438,N/A,Biological species concept?
201.316,212.451,N/A,Talking that one back for evolution.
212.832,228.032,N/A,Love them but don't love them too much.
231.083,232.268,N/A,Thank you very much.
306.346,326.43,N/A,Yeah.
336.653,338.715,N/A,Bye.
372.057,397.426,N/A,"All right, is there any group who has not yet worked with staff?"
397.446,397.626,N/A,"Yes, yes."
408.052,408.462,N/A,Hmm.
528.978,555.034,N/A,Yeah.
555.054,555.154,N/A,Yeah.
555.573,580.047,N/A,"There are certain kinds of data that we can just absorb, whether we have... A few kinds that we have found out for our dichotomy."
580.067,580.728,N/A,Let's take a quick informal poll.
580.748,582.39,N/A,Raise your hand if you've got... What numbers were the... The bag number one is...
585.087,613.084,N/A,Nine.
613.104,613.845,N/A,Nine we're pretty sure it was a seal.
614.45,643.58,N/A,"And they are both larval, right?"
643.6,643.68,N/A,Yes.
644.048,666.44,N/A,The kind of list we started our class with speaks about weight loss.
666.46,667.862,N/A,We didn't actually specify that a biotic survey could be part of that.
667.882,669.184,N/A,"So we found salamanders, we found different types of salamanders."
669.204,669.585,N/A,So check the signs.
669.605,670.326,N/A,We want to also look at other signs.
670.627,696.302,N/A,This is the part where we get a little bit more into building our skills for our students to find their own right to answer questions.
696.322,697.723,N/A,"So with your group of students, I'm going to give you a question here."
697.744,698.424,N/A,One of these index card questions.
698.444,700.347,N/A,"Would you imagine students that write this question, they're really interested in answering it,"
701.052,724.72,N/A,know how to start.
724.74,725.541,N/A,Your jobs work together with your buddy.
725.561,726.302,N/A,Try to figure out a way to move them.
726.322,727.163,N/A,What can ideas come up with as a protocol?
727.183,727.984,N/A,What are they actually going to measure?
728.004,729.045,N/A,How do you feel like you have a protocol that works?
729.065,730.907,N/A,Come talk to your Danny and figure out what kind of time and sort of process you'd like data
731.09,758.025,N/A,Protocol to determine.
762.005,772.219,N/A,"So we would probably start by asking, what do you mean by impact?"
772.259,774.602,N/A,What kind of impact?
774.702,778.968,N/A,"Would be the number of species like we were looking for, total number."
781.532,790.324,N/A,So biodiversity versus just number of organisms would be how we would measure that.
794.337,798.121,N/A,Would it then be content also?
798.161,801.304,N/A,Like more rocky areas versus less?
801.324,804.247,N/A,I don't know if that's getting too much in the weeds.
804.267,810.913,N/A,"Like if you're comparing two places, would it be that they have to be similar?"
810.973,817.419,N/A,"In my head, if I were to start encouraging, it'd be like, all right, well, is there a more traveled place?"
817.439,820.362,N/A,Is there a left traveled place?
822.417,839.245,N/A,And how do we find a more traveled case we're going to be looking for?
841.503,844.127,N/A,"You know, I just love life expectancy."
844.147,846.311,N/A,"Like, what age you'd find them in."
847.072,855.486,N/A,"Because I'd assume that if it were a negative impact, you'd find either all old, all youthful, or all young."
856.087,862.718,N/A,"And I feel like if you were generally thriving, you might have all."
864.2,887.895,N/A,"Stages of life Yeah, this is just how I think so if I'm just spitballing so I apologize I just I just kind of do that sometimes Yeah So"
890.17,903.557,N/A,"When I'm thinking about finding the more traveled versus the less traveled, do we look for a place where the trail crosses the stream and just assume it's more traveled, or do we need to measure that first?"
904.359,910.491,N/A,"Yeah, how do you measure crossed, crossing, if it's frequency or just"
911.804,915.029,N/A,"Yeah, what is frequency, right?"
915.109,929.553,N/A,"And like you said, is it this, or is it like further up the creek where there is no trail that's next to it?"
929.573,931.255,N/A,I feel like we've just found like a million questions.
931.396,931.876,N/A,"Yeah, exactly."
931.896,933.459,N/A,Which I'm sure just continues.
934.42,936.744,N/A,We have much research to do.
937.205,937.305,N/A,Yeah.
939.192,942.776,N/A,and mostly qualitative data to take.
942.796,942.916,N/A,Right.
942.936,943.217,N/A,All right.
943.237,963.36,N/A,"So if we were going to do a protocol, what do you think, I feel like starting with just like maybe total number of salamanders and then looking at it"
963.931,974.124,N/A,just at like a place where the trail crosses versus a place where the trail doesn't cross would be kind of the simplest starting point.
974.144,981.634,N/A,"And then you can branch into these, okay, well, should we measure how much is it actually crossed?"
981.654,990.225,N/A,"And then once we figure out like total number, if that is effective, we can look at species diversity,"
990.914,997.383,N/A,"would it then be, how many you find is it like you spend a half hour and see how many you can find in a half hour?"
1000.828,1011.763,N/A,"In my head then it's just like, well, the less traveled one then, well, I mean, then it would be equally traveled, same amount of time, maybe having the same amount of pattern that you would take even though the creeks are like meander a little differently."
1014.707,1018.592,N/A,"I'm thinking about, yeah, all the constants and the controls, I should say."
