start_time,end_time,speaker,text
7.439,31.118,N/A,And then you're going to find the Simpsons biodiversity PowerPoint.
36.565,39.489,N/A,Simpson's diversity numbers.
49.805,61.282,N/A,"If you don't have your packet, that's okay, but we'll definitely need the data, okay?"
63.205,64.767,N/A,So as you struggle to get to
80.305,89.804,N/A,"All right, so the things you need open are just your data from yesterday when we were out doing the hula hoops and then these slides."
90.726,92.009,N/A,And then we're going to open one more thing.
96.057,98.923,N/A,How are we calculating the moths?
98.943,101.588,N/A,"That's going to be a whole different story, so we'll wait to get there."
141.73,156.887,N/A,But as long as you're in these slides and you can see this is slide 24 once you get in there So you can go all the way down to slide 24 and you'll be on the same page as us
186.938,195.177,N/A,"OK, so before we put input data, I need to give you guys group numbers, because we don't have any group numbers."
207.61,210.075,N/A,So let me show you all this real quick.
210.095,211.418,N/A,So here we have aquatic.
212.099,214.084,N/A,And then this is our data from yesterday.
214.124,217.29,N/A,"Remember, the fifth one was unique because it was runoff data."
217.31,219.675,N/A,It wasn't from the actual river stream.
219.976,222.341,N/A,"But instead, it was from the puddle that came from."
222.361,228.454,N/A,"So if you want to analyze that data later, just remember that this is just a little bit unique."
229.598,236.149,N/A,"So if you wanted to compare five and two, maybe in when you do your data presentation, I guess I'm giving you a preview of what you're going to be doing."
236.67,242.019,N/A,"After we input all the data, we're going to split up into middle school groups and high school groups."
242.86,247.648,N/A,And the middle school group is going to kind of have like a little work session as a group.
247.768,249.952,N/A,And the high school group is going to have a little work session as a group.
250.332,251.534,N/A,And then we're going to have partners.
251.675,254.419,N/A,And you're going to pick whatever data you want to analyze.
254.74,256.062,N/A,It doesn't matter.
256.042,258.127,N/A,whatever data you want to analyze.
258.729,261.676,N/A,"And so I'll show you guys some of those expectations in just a second, okay?"
261.897,268.954,N/A,"So it's really just one thing we wanted to make sure we did today, and I know we're all tired and this is probably not the funnest part, but"
269.322,276.312,N/A,"A lot of times when we go to PDs, we hit all those beginning things, like, ooh, great activity, ooh, great activity, but you didn't get to the end."
276.713,285.045,N/A,"So we really wanted to make sure today that we got to the part of inputting the data, creating something with the data to make sure we've done that whole cycle."
285.746,292.596,N/A,"A lot of us, it's a race now, but at the beginning, we asked y'all, how do you collect data?"
298.027,302.552,N/A,"room could say a way that they've collected data, but maybe not a way that they've"
305.182,305.903,N/A,based on the data.
305.923,311.189,N/A,So it was really important to us that we took the time to model that for you all so you could take that back to your classrooms.
311.209,311.529,N/A,Beautiful.
311.569,316.996,N/A,And that's why we decided to switch to middle school and high school because we'll be doing things at different levels.
317.056,320.6,N/A,So we don't need to all go through the math.
322.682,324.765,N/A,"So before we go, let's go through some expectations."
324.785,328.489,N/A,But let's go put the data in first.
330.123,331.888,N/A,"Megan, who is your partner?"
331.928,332.51,N/A,Justin?
332.751,333.433,N/A,"OK, you guys are one."
333.994,335.258,N/A,Who is your partner?
335.358,336.341,N/A,You weren't feeling well.
336.361,336.722,N/A,That's OK.
337.023,337.685,N/A,Who is your partner?
338.788,343.442,N/A,"OK, you guys are number two."
343.742,344.424,N/A,We were together.
345.287,345.347,N/A,OK.
345.53,353.667,N/A,"Okay, so here we go."
353.707,359.56,N/A,You guys are still one.
359.961,360.542,N/A,You guys are two.
360.742,362.065,N/A,"Okay, Vincent, y'all are two."
362.726,363.488,N/A,You guys are three.
378.335,381.4,N/A,"All you do, you can see your first number."
381.84,383.223,N/A,"You can see eight through, right?"
383.283,385.166,N/A,Is everyone good with putting that in?
385.186,385.546,N/A,Okay.
385.807,390.594,N/A,"Do you want to help out, Drew?"
390.614,391.035,N/A,Okay.
392.437,395.842,N/A,I don't know how it... I loved your water bottle.
396.403,401.291,N/A,"I don't know what... For your story, it wasn't as much a... Yeah, but it went in the water cycle."
401.591,405.237,N/A,"Because it went back into the atmosphere, it infiltrated into the soil."
414.312,417.376,N/A,"I mean, it's math."
417.536,422.902,N/A,So you are going to start coding my alphabet.
422.922,425.785,N/A,Do you want to split it here?
425.966,430.21,N/A,"And I'll do D's, E's, and F's."
430.23,431.372,N/A,You do A's and C's.
431.412,436.157,N/A,"Yes, so you see where it says A and then number in quadrant."
436.237,439.341,N/A,"So do you have a preference, A through C or D through F?"
439.361,440.202,N/A,It doesn't matter.
452.264,454.322,N/A,And to do that so quick.
454.342,457.127,N/A,"I mean, I know you already had the idea, but put that together."
484.934,491.147,N/A,I don't think I've seen these in here unless this is the real right here.
491.187,491.849,N/A,"No, that's good."
491.969,494.795,N/A,It was still talking about that.
494.815,495.837,N/A,That was including.
496.458,498.282,N/A,"Yeah, I know."
498.342,504.495,N/A,Only one B. We're doing this like we would just keep going and just have A through whatever.
508.745,509.266,N/A,It depends.
509.406,511.669,N/A,Biodiversity can mean many things.
511.829,514.893,N/A,It depends on what biodiversity you're talking about.
514.914,521.422,N/A,"Are you talking about biodiversity as far as richness, meaning how many different species?"
521.943,530.094,N/A,"Or are you looking at biodiversity meaning evenness or abundance, how many individuals within that species?"
530.835,537.064,N/A,Because it does you no good to have one individual of eight different species because you won't have
542.967,543.769,N/A,You're good.
