start_time,end_time,speaker,text
26.913,29.768,N/A,"Yeah, I look at"
71.446,83.921,N/A,"Yeah, in addition, I was thinking even like transitioning from like a outdoor field experience to like even a lab bench experience, like maybe testing the mold in the school or something, you know?"
83.981,94.433,N/A,Grow some mold on plates.
101.062,105.672,N/A,"There comes the question, what does"
165.102,167.165,N/A,related to students.
168.967,173.693,N/A,Then what does a place-based science lesson can be?
173.913,175.535,N/A,What can you integrate there?
176.136,182.845,N/A,How do you use the place in your science class?
182.865,189.753,N/A,Or your places?
189.773,190.975,N/A,"In terms of data,"
192.423,199.378,N/A,"First-hand data, second-hand data."
199.398,199.879,N/A,How would you use those?
199.899,200.481,N/A,How do you think about those?
200.501,202.986,N/A,"Well, like we said, the place is where you are, right?"
203.006,208.879,N/A,"So place-based data or place-based lessons, being curious about where you are."
217.685,225.602,N/A,"Students are asking questions about their school yard, their community, the river flow next by."
251.755,255.579,N/A,for it and where you can find the place for you.
255.599,265.03,N/A,"Next, I'm going to hand pass time to pass the stage to our teachers."
265.35,266.171,N/A,"Is Josh, are you talking for a second?"
266.191,266.451,N/A,"Oh, no."
266.471,267.332,N/A,"Good morning, everybody."
268.073,271.217,N/A,Sorry to run around with all the cameras.
271.237,275.001,N/A,This is for our motion picture movie coming out soon.
275.021,278.104,N/A,Incredible Hulk.
278.605,279.546,N/A,Incredible Hulk.
279.606,280.547,N/A,The Incredible Hulk.
281.0,282.792,N/A,Ooh.
340.012,343.272,N/A,"term on its own, but it's less intimidating than the term"
510.803,514.502,N/A,what we knew about and what we know about pandemics.
591.128,591.629,N/A,I'm not sure.
591.649,592.853,N/A,I don't really know.
592.873,596.643,N/A,These are all probabilistic terms that we can use.
596.864,600.033,N/A,And maybe part of what you could do is find language that works for your students.
600.113,601.297,N/A,Probably 96% confident.
601.457,603.402,N/A,That's kind of not accessible.
603.423,605.067,N/A,But maybe I'm not sure.
605.107,606.471,N/A,I'm a little sure.
648.014,648.415,N/A,the needle.
650.257,651.599,N/A,"So, um, okay."
653.381,654.322,N/A,"So thanks, David."
654.382,657.366,N/A,"Um, so, so this was just a like, basically a worksheet."
657.386,659.949,N/A,We're not in kind of like everything in this project.
660.009,672.445,N/A,"This is sort of an initial design effort from Amanda, actually, she taught with this with her students last year in block County, I forget Amanda's Eagleton."
672.625,674.207,N/A,But part of what we're hoping is in
746.598,750.835,N/A,"So for now, we just want to share this with you."
751.699,755.072,N/A,In a subsequent one of those days we asked you about
883.015,885.536,N/A,Last thing I swear is we don't want this to be intimidating.
885.557,887.17,N/A,We want part of our job is to try to figure out
907.484,919.967,N/A,I would also prefer if you don't look through it.
920.107,924.415,N/A,"Yeah, don't look through it."
925.396,929.644,N/A,Make sure you have a writing utensil and then we're gonna be
938.753,942.296,N/A,Anybody need a clipboard or a notebook or a pencil before we get started?
942.997,943.718,N/A,Show me thumbs up.
943.818,945.319,N/A,I've got my utensils.
945.399,945.94,N/A,Thumbs down.
946.04,951.465,N/A,I need someone to come help me get my utensils.
951.966,952.706,N/A,"All right, cool."
952.726,959.473,N/A,"So before we start doing science, I want us to revisit our norms, because it's first thing in the morning."
959.533,963.997,N/A,"So if you could all turn to your left, to my right, over towards where Catherine is."
965.058,968.001,N/A,And can I get someone to read the first norm for us?
968.977,970.92,N/A,Be open to something new.
970.94,971.24,N/A,Thanks.
971.32,972.962,N/A,Can someone read me the second one?
972.982,976.547,N/A,Choice.
976.567,979.331,N/A,Making a space to encourage being brave.
979.351,980.392,N/A,All included in her communication.
982.956,984.298,N/A,Growth.
984.318,986.441,N/A,Valuing input.
986.461,987.142,N/A,Thank you.
