start_time,end_time,speaker,text
37.679,44.453,N/A,"So Josh, is the goal to have a place-based curriculum ready for 2033?"
46.638,48.843,N/A,That's our next adoption.
49.644,53.713,N/A,"2033, so it's eight years."
77.622,79.846,N/A,"But in eight years, I think you could do a curriculum."
80.226,82.77,N/A,"Like, I think it would be good to sell one to all of Tennessee."
83.432,95.471,N/A,"Well, and if you could integrate them with chemistry and biology, they're all going to be readopted in 2033."
97.635,101.301,N/A,And I think place-based education is good for the kids.
101.551,105.215,N/A,But we're going towards these storyline-based things.
105.415,112.423,N/A,"The problems that we have is they don't have a lot of labs in them, the one that we purchased, which is making the kids actually get out and do less."
119.15,120.231,N/A,But they're doing less.
120.251,122.254,N/A,It's all paperwork.
122.834,125.297,N/A,And that's not good for kids.
276.46,276.903,N/A,I got it.
276.924,278.536,N/A,I just had the wrong thing selected.
279.181,280.632,N/A,Like I know I knew how to do this.
373.762,376.515,N/A,Okay.
434.613,437.437,N/A,collaboration in co-design?
438.838,450.233,N/A,Can you just swap them?
453.077,457.603,N/A,"No, no, no, we're not staying in the friendship circle."
458.224,460.567,N/A,Yes.
460.587,463.911,N/A,"Yeah, we're going into a river."
464.093,467.317,N/A,"Which, but I mean."
467.357,471.121,N/A,Leave the poncho behind and just commit to it.
471.242,473.704,N/A,And just go swimming.
475.607,487.581,N/A,Multiple times this week I've gotten that little pew pew.
487.641,489.984,N/A,"We're high enough in the mountains, we're not."
490.004,490.945,N/A,We're uphill.
543.727,546.852,N/A,So those lab safety things were driving me nuts.
546.872,549.416,N/A,"The day I was doing it, it kept on click."
549.476,559.091,N/A,"I'm like, I got to the point where I took a picture of the answer that I put and then pushed submit because I couldn't get one to stay."
559.131,565.341,N/A,And I submitted my answer and them telling me that it was the right answer because I could only get a 90 on that one.
565.361,566.663,N/A,I think it's like number three.
571.081,591.098,N/A,However many times you have to take it to get 100 but made me look like an idiot that I took it four times to try to get this 100 when I was getting it right every time.
623.933,639.141,N/A,I had them make the graph that the data table together and then I put it in
674.862,675.363,N/A,"Okay, that's cool."
675.623,677.266,N/A,"That's cool, art and data, okay, that's cool."
678.869,687.724,N/A,"How many of you, I know some of you used it last year, how many of you used Code App at all with the students before?"
687.744,690.629,N/A,"This last year, Jen last year, cool."
691.971,694.035,N/A,"Any other tools that you've used around,"
705.727,710.421,N/A,"Yeah, it's easy for them to get lost."
752.842,759.105,N/A,know what we get.
798.185,799.269,N/A,I'm super energetic.
848.843,852.889,N/A,"Allison was asking about Excel, but kids don't have it."
852.909,853.25,N/A,Right.
853.27,857.356,N/A,And very similar to Google Sheets.
857.376,857.897,N/A,Pretty much.
859.118,860.781,N/A,Google's getting there.
860.861,861.923,N/A,Google's trying to get there.
862.063,864.506,N/A,"It's the shortcuts that's different, really."
864.526,865.468,N/A,Shortcuts.
865.848,870.656,N/A,"But you can input your own shortcuts into Google Sheets, though."
871.557,874.782,N/A,So it's pretty useful.
874.802,874.902,N/A,Yeah.
951.376,955.058,N/A,"So how about this, if you wanna go."
981.312,995.288,N/A,It's all going in there all that just makes my soul happy
997.478,998.199,N/A,I love that.
998.339,998.94,N/A,Right?
998.96,1000.783,N/A,And then so they could all see it.
1000.803,1006.752,N/A,"Like, if your grade band was all studying, like, you want our butterflies, everybody goes out on this day."
1006.792,1009.476,N/A,"That's crazy, Mom."
1009.596,1010.538,N/A,Yeah.
1010.558,1017.889,N/A,But if you had a curriculum that we all shared that Tennessee adopted that was play-spaced and data-driven.
1018.89,1022.075,N/A,They should be able to fit it in there if they wanted to.
1022.416,1022.796,N/A,Right?
1024.319,1025.6,N/A,"Like, think about storylines."
1025.901,1027.283,N/A,Everybody's doing it.
1029.659,1032.462,N/A,We could make this more interactive.
1032.482,1034.624,N/A,And it doesn't matter if you're inner city.
1035.285,1039.91,N/A,You're representing the city demographic.
1040.01,1045.295,N/A,"And you can, whatever bugs, you identify everything that you see that day at your school."
1045.315,1046.897,N/A,And so does every other school.
1047.217,1049.119,N/A,"And then the next day, everybody goes back."
1050.681,1057.928,N/A,"And you could see the difference between Farragut and West, or Farragut and Nashville,"
1062.481,1072.062,N/A,He said that wasn't part of his plan.
1072.564,1073.666,N/A,Just giving resources.
1073.686,1078.617,N/A,Want to write a curriculum?
1082.343,1090.232,N/A,But a series of Tennessee wants to adopt something that a new teacher can just pick up.
1091.033,1096.28,N/A,Which is scripted and it's killing me.
1096.4,1097.141,N/A,Poor Allison.
1097.361,1099.704,N/A,She came to the opening training with me.
1099.724,1101.986,N/A,"And she's like, doesn't that take all the art out of teaching?"
1102.046,1104.79,N/A,"And I'm like, I feel so good."
