start_time,end_time,speaker,text
0.605,8.076,N/A,"respond to baking and water, just to see how Rolipolis respond to baking and water."
8.116,13.264,N/A,Do they show preferences there with similarities and differences?
13.284,15.427,N/A,"Yeah, it's going to be bad if they follow the water."
15.447,18.972,N/A,"Well, really, it doesn't really matter."
19.052,20.274,N/A,They just need to follow each other.
20.314,23.158,N/A,And the Rolipolis needs not to.
23.639,24.761,N/A,They don't.
25.021,26.423,N/A,They don't.
26.784,28.266,N/A,They need DGAF.
28.853,30.616,N/A,The termites will follow each other eventually.
30.636,34.222,N/A,Because each one that walks is then reinforcing your pheromone.
37.447,42.035,N/A,"So the more they walk the circle, the more go in that direction."
42.095,43.457,N/A,Now this one's kind of cool.
43.517,53.494,N/A,This one is saying it's talking about using a model to explain a different trait variation.
61.135,63.377,N/A,the genetic information is exactly the same.
63.958,66.841,N/A,Why are living things different from one another?
66.861,69.104,N/A,So definitely the genetics.
70.946,78.314,N/A,"And like we were talking about, we were saying we could do this as like a multi-lesson throughout the year, come back to it."
80.296,86.243,N/A,"Which I like because with each of these, we're supposed to have a driving question board anyways."
87.144,88.425,N/A,So I could try to
104.622,119.374,N/A,I'm just curious how we're going to measure that.
122.172,126.438,N/A,I don't know if you just do that.
126.458,126.679,N/A,Yeah.
126.699,128.421,N/A,But we need lots.
128.621,130.945,N/A,We need things that they can go to.
131.205,133.929,N/A,They're not great researchers.
133.989,134.57,N/A,For genetics?
136.393,142.121,N/A,"For the one that you read that was like, how can we classify a living thing so that they're made of cells?"
142.141,143.383,N/A,So that one would be?
143.403,145.406,N/A,I want to look up this chamber thing.
145.426,146.147,N/A,What's a chamber?
146.187,146.727,N/A,Choice chamber.
147.509,150.593,N/A,There's something you can buy from Carolina really easily.
153.34,153.941,N/A,Link for it.
154.241,155.582,N/A,Link for it.
156.964,157.604,N/A,Yeah.
157.865,160.087,N/A,Pack it and get a pack of 10.
160.127,162.269,N/A,So there's going to be a cell explorer game.
162.329,162.79,N/A,Perfect.
162.81,166.293,N/A,It looks like it's just two Petri digits stuck together.
167.294,168.075,N/A,With a little bridge.
169.737,173.581,N/A,And a little specialized lid so that nothing crawls out.
173.601,175.543,N/A,And filter papers fit real nice in there.
175.563,176.744,N/A,That's what I'm looking for.
176.764,178.145,N/A,Slap it down.
178.746,180.968,N/A,Read a history of classification.
183.462,188.65,N/A,"Yeah, I forget about that sometimes."
189.11,199.986,N/A,Now I get to plant new resources.
200.707,209.76,N/A,"This looks like more of like a... Oh gosh, what is this?"
209.78,210.381,N/A,"Okay, so..."
226.274,245.683,N/A,So instead of doing candy instead of doing candy you could do something really similar to what we did today where you're having to go outside they throw the hula hoop or whatever shape you want and they're
251.519,256.266,N/A,The one you laughed too hard at will come back.
256.306,257.412,N/A,It just kind of felt a little twin.
290.281,300.595,N/A,Read a team rubric for each one.
322.225,326.273,N/A,So you think that the termites will make their way across?
326.293,328.357,N/A,"I mean, if they follow the trail, they will."
328.377,331.243,N/A,"Have you looked at, like, a video of what this looks like?"
331.583,336.954,N/A,"Or you could, like, show the way that the paper did."
336.974,340.521,N/A,"Like, draw a line in the middle, and then draw it to one."
341.294,342.876,N/A,And then drop your termites in the middle.
343.216,345.439,N/A,Do they go to the bic or the non-bic?
345.479,346.44,N/A,Is there a difference?
346.521,347.962,N/A,Is there a substantial difference?
348.163,352.969,N/A,And then do the same deal for the roly polys.
352.989,357.815,N/A,"One side's damp, the other side's dry."
358.115,360.378,N/A,Drop them in the middle.
361.019,366.846,N/A,Do they go left or do they go right?
367.012,386.944,N/A,I think the ink one was coming up next.
401.048,405.475,N/A,"If I really need to, I can be like, have a random thing where it's like, oh my gosh, fine, then it's here's some candy."
406.637,408.54,N/A,That way they know that that's the connection back to it.
409.201,412.385,N/A,"But be like, I'm getting you something a little bit more fun."
412.526,414.489,N/A,"I think from a, I think."
414.509,417.193,N/A,"Following that line pretty well, now that it's founded, isn't it?"
417.253,417.353,N/A,Yeah.
418.548,425.963,N/A,"Well, it looks like this works pretty well."
425.983,427.085,N/A,It worked pretty well in that chamber.
427.105,429.149,N/A,Have you guys never played with the termites?
429.229,429.57,N/A,No.
429.77,432.415,N/A,"See, they've done roly-polies and I've done termites."
432.896,434.74,N/A,I haven't done roly-polies.
434.76,437.926,N/A,I've done roly-polies with my AP students for a couple years.
437.946,439.83,N/A,"Oh, they follow the red too."
439.81,445.398,N/A,"It's Bic, it's just the formula for the ink."
445.478,454.01,N/A,"But if you switch brands on them or use a Sharpie, like they hate the Sharpie, so it's good to use a Sharpie in a Bic."
454.03,457.174,N/A,"That can be an extension experiment, like try another red color."
457.395,461.16,N/A,So you can do it in the observation phase.
461.731,468.157,N/A,Because we want them to ask questions about the roly-polys and the eye spots.
468.258,473.463,N/A,"And the more I thought about it, I liked splitting the class in half, half get termites, half get roly-polys."
473.823,480.009,N/A,"Then they research, and then they jigsaw."
480.149,487.156,N/A,Or you can order from Carolina.
487.197,489.679,N/A,You can also go out and roll over a lot.
489.659,494.905,N/A,"In my experience, natural termites work better."
494.925,497.908,N/A,I'm not sure how to go collect a termite.
497.988,505.997,N/A,"I think Cody's thinking about place-based, but I think the context could also be like learning the background of like."
506.017,507.319,N/A,"Okay, this is weird."
507.339,509.441,N/A,"I'm like planning for a unit, wait for a unit."
509.461,510.502,N/A,And like learning about like.
510.742,513.926,N/A,I've even done part of the research one and two.
513.966,516.389,N/A,"Roly-polys, like evolutionarily pathways, different."
516.569,517.39,N/A,"Of course, right?"
517.41,518.451,N/A,"Yeah, I get that."
522.346,540.304,N/A,"They can communicate, yes, but they're not a communal organism."
540.284,543.087,N/A,"There is a bee connection, but they're hard to work with."
543.107,544.007,N/A,That's so odd.
544.168,545.129,N/A,"He's got some bees, right?"
545.389,545.989,N/A,I have bees as well.
546.009,551.274,N/A,This actually says it's developed and is a hierarchical model of multicellular organisms.
551.354,554.577,N/A,"Bees also communicate, but it's not manipulated."
554.597,558.501,N/A,"I think the bee colony is similar to the termite colony, and I think that's what we want to talk about."
558.821,561.084,N/A,"Yeah, termites are easy to manipulate."
561.504,568.03,N/A,"So where we went was like, we're thinking of like, group behavior."
568.01,583.608,N/A,"And so if we get a bunch of termites and a bunch of roly-polies, put a wet cloth in both, and we draw lines with ink in both chambers, both of them will travel to one end of this chamber we can purchase on Carolina."
583.769,586.031,N/A,"With the ink, I don't know that the roly-polies will."
586.151,587.954,N/A,"What I'm saying is if we put wet, moist."
588.014,591.017,N/A,We're just going to make it equal.
591.037,593.2,N/A,So it will be kind of like a real investigation.
593.44,595.182,N/A,Why is this happening?
595.162,596.104,N/A,They're not the same.
596.244,601.612,N/A,"We do that the same way to communicate, and then we learn about different chemotaxis methods."
603.816,608.083,N/A,"I was just looking through them, actually."
608.143,614.112,N/A,"You know, the NGSS wiped out one section of their stuff."
614.132,615.294,N/A,That was just there.
616.737,618.84,N/A,The Concord Consortium is really good.
619.597,620.178,N/A,It was weird.
620.238,623.281,N/A,"I got that email, but I didn't get the email with the Google form."
623.561,625.223,N/A,"I had the Google form, but I didn't get the email."
625.363,630.269,N/A,So this is something that I had to write for some of my job embedded program stuff.
630.289,639.419,N/A,It was like team lesson plan template stuff.
639.439,642.803,N/A,"So this template, I'm sure I have a blank one somewhere."
643.238,649.769,N/A,"So, like, standards that we're addressing, objectives, sub-objectives, materials and resources."
650.39,651.572,N/A,And so they rank each other?
651.592,652.573,N/A,Accommodations.
652.854,660.326,N/A,"Well, this was for engaging in argument for evidence regarding the impacts of human activity on climate change."
661.208,662.389,N/A,"So, I'm not sure."
662.77,664.373,N/A,I honestly don't remember what I did for this.
664.733,667.838,N/A,Can you dump it into ChatTBT and say change it to this standard?
668.88,670.022,N/A,We can.
694.741,699.187,N/A,"The more I have learned about how it's being done, the less."
699.287,700.188,N/A,Yes.
702.191,703.833,N/A,"I have used it, and I have."
704.394,713.145,N/A,I don't know a whole lot about that.
714.627,720.495,N/A,"What I find really funny, though, is that there's a Chinese company that is just"
721.994,725.198,N/A,fed information into ChatGPT and then stolen the responses.
725.238,726.86,N/A,"And ChatGPT is like, hey, you can't do that."
726.98,727.801,N/A,"And they're like, yeah, we can."
728.441,730.784,N/A,So you like made it free for us to do it.
730.804,731.585,N/A,So we did it.
731.625,734.668,N/A,Do we want to do how five words do you think our ecosystem is?
734.688,735.489,N/A,That's what I was at.
736.791,738.833,N/A,Do you want to stick with a general healthy?
739.013,743.258,N/A,Healthy for me would be something you could come back to.
743.358,745.661,N/A,I originally clicked on this one.
745.701,747.563,N/A,"And it was like, no, there's none of these."
748.555,750.298,N/A,"Yeah, but then I clicked on all of them."
750.358,756.246,N/A,"Yeah, it was like, bummer."
756.266,761.394,N/A,"Yeah, there's no high school here."
761.414,768.825,N/A,"But I like to see, yeah, like, what, like, that we could use idea-wise."
768.845,772.43,N/A,"Yeah, you sent one specific to what we were doing yesterday."
773.492,775.575,N/A,That was a neat site.
780.162,781.624,N/A,We don't have an assessment in ours.
781.745,785.11,N/A,I guess the writing at the end is the assessment.
785.13,790.78,N/A,How does classification of organisms help us determine?
790.8,794.747,N/A,"Well, in a dichotomous key is a tool used for classification."
794.867,802.52,N/A,So you could just state that they are learning to create a tool to help them find these reasoning within organisms.
802.54,803.301,N/A,So that would be an assessment.
805.795,806.917,N/A,And that's an independent.
807.358,810.323,N/A,Whatever you need it to be is what we can build it around.
811.785,813.608,N/A,Here's a team lesson plan template.
813.628,819.478,N/A,"But what I had was a Google Slides version, so you could just type on it."
819.498,821.001,N/A,"OK, can you make a copy and make it for this?"
821.101,822.724,N/A,We're only meant to do one unit.
822.764,823.485,N/A,We don't have to do.
823.605,825.649,N/A,We don't have to go crazy.
825.689,829.255,N/A,I think that if we can do multiple data collection
840.237,846.046,N/A,"It's a wood louse, pill bug, roly-poly, terrestrial life, you only have one termite."
847.509,854.84,N/A,We could all support each other and use common lesson planning.
854.96,856.703,N/A,"I mean, I would probably use one."
856.763,857.925,N/A,I don't have.
861.348,871.738,N/A,"If I'm with these people clicking on all these blank city shirts, it's like, I could spend so much time looking through all these materials."
871.758,872.779,N/A,I think it's just like never ending.
872.799,874.22,N/A,And come up with very little.
874.46,878.044,N/A,"Well yeah, Carolina has a field of behavior choices."
878.064,879.785,N/A,They've got a whole lesson plan.
881.086,888.233,N/A,"But ours is slightly different in that we're starting with, each of them are starting exploring just one species."
888.213,900.585,N/A,I think that's something I'm going to do is wrap this into evolution.
901.763,903.426,N/A,"And then, like, food webs and such."
903.446,907.434,N/A,"Well, yeah, it's definitely part of emulation."
907.574,909.979,N/A,"But there could be, like, a little bio blitz."
909.999,911.041,N/A,Can you find these little employees?
911.061,912.944,N/A,Can you find termites around school?
913.084,914.046,N/A,That'd be kind of fun.
914.066,916.771,N/A,"And then you could see, like, make observations, like, how they're hanging out."
916.791,919.637,N/A,Whitney Parson has her kids get extra credit for bringing their own.
919.657,922.522,N/A,"Do you have them, like, take a picture of them somewhere?"
922.542,924.987,N/A,I usually take a picture and create a document.
927.278,930.227,N/A,Who do you think she planned with me?
930.247,930.448,N/A,Ms.
930.548,931.13,N/A,Parsons?
931.431,934.981,N/A,I don't know if I've ever planned with her.
935.041,941.862,N/A,"Oh man, she sounds kind of difficult to work with."
946.448,967.68,N/A,David's not I
972.267,979.695,N/A,"they're wearing or whatever before they're trying to find harder, more minute differences in these two very similar plant leaves."
980.376,985.181,N/A,And so after coming up with all the data and creating the data table.
985.202,986.723,N/A,"I'm digging this Harvard website, though."
987.284,993.891,N/A,I would probably have them practice thinking why not before they actually make the one out of the leaves.
993.911,995.653,N/A,"They got this thing, adapted dye."
996.875,999.818,N/A,I'm trying to see if there's a way that.
999.838,1001.7,N/A,They got a moth on the cover.
1007.08,1018.218,N/A,The stuff before this one in this specific unit is like how can medical images and diagrams help us figure out more about the structures in our body?
1019.88,1021.543,N/A,Are all things native cells?
1024.628,1028.214,N/A,So I feel like I could definitely include in some sort of way.
1028.674,1031.319,N/A,I'm with a lot of the termite ones.
1031.419,1034.083,N/A,It's always about killing them.
1034.637,1037.421,N/A,"Other websites, pest control website."
1037.601,1044.672,N/A,I really need to go through each of these a lot more and figure out which part I've been trying to do.
1044.912,1051.062,N/A,"And it's been a lot like I'm having to stay through each lesson and take out what I want, what I just want."
1052.384,1055.228,N/A,Is this something when obviously you haven't made your case?
1071.712,1079.785,N/A,I don't know what kind of groups they're going to give me because as of right now on Aspen it's showing that I have two honors classes.
1079.885,1084.793,N/A,There's a chance I'm going to have two honors classes and two classes that are absolute.
1084.813,1087.577,N/A,"How many emails do you have in your inbox, guys?"
1092.468,1097.693,N/A,I pinned the ones that I needed later.
1098.794,1102.638,N/A,But our school is doing a pre-learning day.
1102.738,1104.38,N/A,They condensed it into a half a day.
1104.4,1107.503,N/A,"And you could go half a day today, or you have to do the full day on Thursday."
1108.864,1110.366,N/A,"I'm like, that's lame."
1110.486,1114.77,N/A,"Because now I have to do the full day, but I'm still working."
1114.93,1117.733,N/A,So I could do a unit on trees.
1117.713,1143.72,N/A,We did nerf wars once
1148.982,1150.304,N/A,and watching all these videos.
1150.324,1151.605,N/A,You guys watch them.
1151.625,1153.007,N/A,We should start videos right now.
1153.427,1154.649,N/A,You guys want to watch a video?
1154.869,1156.211,N/A,Put it on the big screen.
1156.972,1158.934,N/A,And then ignore it.
1158.974,1163.119,N/A,"But that would only count for one person, the one person whose computer was on it."
1163.139,1164.181,N/A,They time you.
1164.201,1166.684,N/A,Did you notice they time you?
1166.784,1170.248,N/A,I play mine on time and a half.
1171.544,1174.489,N/A,At least time in a quarter.
1174.649,1175.19,N/A,Yeah.
1175.731,1189.395,N/A,And then let it just sit there for a little while and push a bit.
1191.219,1194.244,N/A,And I'll talk to Blue Hardy.
1202.105,1221.615,N/A,And then probably you're like really sad.
1221.933,1229.285,N/A,"I don't think I can do that for once a week, though."
1230.246,1231.528,N/A,Just do it every other week.
1231.729,1232.63,N/A,That's what I do.
1232.71,1233.872,N/A,I got the bonus.
1233.892,1236.136,N/A,I might have to do it every other week until I get back.
1236.156,1239.922,N/A,The bonuses came through in my deposit.
