start_time,end_time,speaker,text
0.031,8.455,N/A,some of you can tell they kind of went through it because some of them will be very they really want an outlet to talk about some of the things that are important to them
8.755,10.778,N/A,So yeah.
10.858,16.587,N/A,"So what Dana doing though, this art base data?"
16.707,22.536,N/A,"And I think that'd be really good, because like art gardens look very different."
22.576,26.222,N/A,Mine is just a cloud of dirt right now with a sign.
26.242,27.063,N/A,Good for now.
28.986,37.058,N/A,"So how would y'all, if you guys don't want to make that a visual, would we be creating something that visualizes each of the gardens, or would it be something there?"
37.038,40.322,N/A,I know y'all have some neighbors.
40.402,46.31,N/A,So I would say the first step would be to think on what kind of day do you want to show.
46.33,50.335,N/A,"What would be your guiding question, I guess?"
50.355,53.78,N/A,Whose garden is going to make the most fruit?
53.86,56.383,N/A,Or whose garden is going to attract the most pollinators?
56.403,63.332,N/A,"Or whose garden is going to be the most weeding, and whose garden is going to sound like that?"
66.704,69.147,N/A,We're going to bring it back together real quick.
69.167,75.693,N/A,"I'm going to ask you all just to kind of go around in a circle, each group, kind of just state a couple of things."
75.753,79.257,N/A,"And if the answer is I don't know to these questions, totally fine."
80.519,81.78,N/A,I'm going to ask actually one.
81.9,84.823,N/A,What is the thing that you are excited about?
85.223,86.465,N/A,What is the thing that you're doing?
86.485,96.255,N/A,"If it's a unit, what are your quick, maybe 15-second plans for that unit that you've all decided on as a group?"
97.754,99.261,N/A,"Gosh, you like these microphones."
99.281,106.617,N/A,"I'm gonna start off with Catherine's group over here, and then we'll work our way this way."
107.221,113.507,N/A,"All right, we got a pretty good team here."
113.527,116.21,N/A,There's four of us because that's just how it worked out.
116.27,117.851,N/A,Sorry if you only got three.
118.812,119.573,N/A,So there's four of us.
119.613,124.077,N/A,We're gonna be throughout AP Environmental Science and Environmental Systems and Societies.
124.858,134.848,N/A,We all talk about albedo a lot and reflectivity and climate change and all the cycles and positive feedback and negative feedback and balancing.
134.828,145.709,N/A,"Unbalancing and so they have a lab that they have done before and now we're ramping it up a little bit and we've also talked about Not yet, but in the future."
145.729,150.137,N/A,Hopefully we have a common database where we're basically
150.117,159.417,N/A,"Taking temperatures that we can compare from like year to year, because we're going to have coordinates of the location and all that we can compare from year to year."
159.437,161.06,N/A,And we can also compare three different schools.
161.141,168.396,N/A,"So, Farragut versus Bearden versus West, where you can look at the Google Maps and like see the"
168.376,171.719,N/A,Forestry and you can see where there are more trees.
171.799,185.732,N/A,And also we just planted like 14 trees at West So we're talking about like over time taking those temperature recordings at the same place like next to the trees as they like develop to and see if we can see any Changes on that.
185.992,188.675,N/A,Is that everything that good?
188.955,195.801,N/A,"Yeah, so we talked about a lot of different things"
196.118,200.266,N/A,We both have some space to be kind of what we want.
200.286,215.393,N/A,"So Vincent and I are thinking about doing something possibly with TV production, but ending with our students doing some art-based data visuals of art."
215.98,224.772,N/A,So we talked about some standards and two of them that seemed to lend towards place-based data with taxonomy.
225.393,232.482,N/A,"So just like at least going outdoors and looking at domains and kingdoms, identifying things through that, using the naturalist."
233.203,238.41,N/A,And then creating models using the carbon cycle for synthesis.
239.538,263.554,N/A,"observations, potentially even throwing in a CO2 sensor, gathering data with that, maybe seeing changes over time, maybe looking at in the classroom, difference between basement timeout versus home, maybe even over time looking at our location versus the Episcopal School location."
264.243,265.885,N/A,Maybe more next year than this year.
265.905,271.333,N/A,I love these multi-place data sets ideas.
271.393,274.878,N/A,That's very David's group.
274.898,279.685,N/A,"So David and I teach AP slash IV bio, and I teach bio one."
279.765,284.071,N/A,"So we're looking at a way to incorporate both of those, especially with new bio one things."
284.131,289.018,N/A,"And so Michelle brought up some of the stuff that our BSCS doesn't cover, including"
