start_time,end_time,speaker,text
0.031,1.512,N/A,Why did we classify this as an insect?
1.913,2.593,N/A,Where's my person?
3.054,4.855,N/A,"Oh, why did we classify this as an insect?"
5.656,7.077,N/A,It has six legs.
7.097,9.579,N/A,"Yep, all right, beautiful."
10.52,11.2,N/A,Other artifacts?
12.542,13.142,N/A,Go ahead.
13.302,19.708,N/A,"I have a bunch of different types of leaves, but we had categorical, so we decided to categorize different types of leaves."
20.368,29.616,N/A,"So, compound leaf with several leaflets, that is just one leaf, single leaf, pine versus hemlock,"
30.71,35.457,N/A,So bundles of needles versus single needles.
36.238,39.222,N/A,And that kind of stuff.
39.603,39.743,N/A,Nice.
39.763,40.063,N/A,Artifacts?
40.143,40.464,N/A,Pictures?
40.564,41.886,N/A,Picture of a leaf.
41.906,43.188,N/A,Just identifying a tree.
43.208,43.909,N/A,Using my naturalist.
44.109,44.75,N/A,Nice.
44.77,46.933,N/A,I think it's a basswood tree.
47.414,47.674,N/A,Nice.
48.014,49.336,N/A,So was it just right out here?
49.356,50.177,N/A,"Just right out there, yeah."
50.198,50.558,N/A,"Yeah, nice."
51.466,56.632,N/A,We had an excellent picture of Virginia creeper versus poison ivy Side-by-side.
56.793,58.174,N/A,What was your species richness?
58.294,80.562,N/A,"Okay, so we were doing just a Survey in a 10 by 10 triangle seeing how high we could bump the species richness in a 10-minute Observation period see what you get to we got four mature species mature tree species we got probably eight to nine species of saplings and"
81.301,85.707,N/A,"We saw moss, but don't know species of moss."
85.768,88.892,N/A,"It was green, and it was moss."
89.393,92.197,N/A,And then we found... Double digit ground cover.
92.217,93.199,N/A,"Yeah, double digit."
93.219,101.15,N/A,"We were at nine, we didn't know what type, but nine different species, and then add poison ivy and creeper to that, or add 11 ground cover species."
101.511,102.492,N/A,"Nice, cool."
102.512,107.66,N/A,"So you started categorizing those as well, so different kinds and all that?"
108.141,108.721,N/A,Yeah.
109.162,109.823,N/A,"Nice, cool."
110.242,112.745,N/A,What's your artifact?
112.825,120.515,N/A,"So we have fungi, and a lot of the time whenever I was going around and she was just like trying to identify them all with pictures, I was like, that's awesome."
120.976,122.218,N/A,"I was just like, I see a bunch of them."
122.898,130.849,N/A,"But one of the things that I've experienced is people, and I even have a hard time whenever it's a difference between like a lichen versus fungi."
