start_time,end_time,speaker,text
0.031,2.474,N/A,"Tell you're recording because then... Okay, it is."
2.514,3.014,N/A,"Yeah, you're good."
3.875,6.078,N/A,We're running out of our eight minutes.
6.098,9.542,N/A,"Oh, I'll just let you go, sorry."
9.562,10.083,N/A,Hello.
13.507,15.93,N/A,I want to get something different.
15.95,16.23,N/A,Okay.
18.032,19.273,N/A,So are you just tossing it?
19.934,22.137,N/A,Or do we want to include any of that?
23.218,24.54,N/A,"Okay, so eight minutes."
25.681,29.245,N/A,"So basically nine, or not nine, 10-08."
31.148,57.139,N/A,okay okay so we just write down as many do we want to do we have to identify them or just pick them i know that he said both and he was like a through e or something of the sort is five here you want to write them down okay moss i want to say this is strawberry wild strawberry um
60.14,62.722,N/A,"That might be nimblewill, but this is not."
62.742,66.346,N/A,This is maybe a sedge.
66.366,68.488,N/A,And then this is a different type of grass.
69.128,70.369,N/A,This is plantain.
70.389,73.632,N/A,Do you know what this is?
74.953,75.874,N/A,I'm not a plant girl.
76.995,81.179,N/A,I'm actually astounded by all the stuff you pulled already and was able to name.
81.519,82.04,N/A,Clover.
82.08,87.885,N/A,This is another type of grass.
89.468,90.75,N/A,They just come up.
99.402,105.091,N/A,This is another type of plant.
105.111,107.214,N/A,It's like a creeping plant.
111.099,117.889,N/A,This little buddy I think is different as well.
119.995,140.822,N/A,we just we're not going for numbers we're just going for types yeah so it had for an example they had a through f then we can use i naturalists
142.287,146.812,N/A,Different types of moss.
147.273,149.035,N/A,"This one, there's two types of moss."
149.055,155.222,N/A,There's this moss and then there's like this one.
155.242,158.786,N/A,"Did you get the, this one?"
158.806,160.689,N/A,Is it a plantain?
161.53,167.837,N/A,Self heal?
167.857,168.017,N/A,Yeah.
168.077,169.459,N/A,This is a plantain.
170.452,182.25,N/A,"Ooh, what's in that?"
182.27,184.814,N/A,"Oh, they count."
184.834,186.056,N/A,It's gonna be a fungi.
186.838,187.819,N/A,It's a fungi.
191.967,194.01,N/A,"Okay, this is not confident."
196.132,197.094,N/A,We broke the system.
198.255,199.757,N/A,This is also different.
199.817,205.885,N/A,This is a different type of moss thing.
208.729,213.215,N/A,You can take from my pile and identify them too.
213.716,220.945,N/A,This won't focus on it.
221.6,223.542,N/A,"Yeah, I won't focus on it."
223.623,224.123,N/A,It's okay.
224.143,224.984,N/A,"Michelle, are you guys good?"
225.585,226.406,N/A,"Oh, we're good."
227.007,227.527,N/A,Okay.
227.547,227.988,N/A,We're done?
229.21,229.81,N/A,Can we come back?
229.991,232.554,N/A,I thought we had eight minutes.
233.815,237.32,N/A,"Well, you were all gonna go."
237.5,240.083,N/A,Ready?
240.103,242.306,N/A,Okay.
242.326,245.33,N/A,"Artifacts, stay where you are."
245.35,245.49,N/A,Okay.
245.51,250.036,N/A,"So when I watch you, can you guys all hear me?"
250.056,250.236,N/A,"Yes, sir."
250.256,251.117,N/A,So this is what I want everybody to do now.
251.485,258.033,N/A,"I want you to look at your artifacts, and I want you to make observations on each one."
258.053,260.136,N/A,"Don't bother giving it a name yet, right?"
260.156,260.837,N/A,I don't like the look of it.
260.857,264.822,N/A,I'm just trying to describe and discern the difference between the samples we collected.
264.842,268.607,N/A,"Write a little heat description for each, okay?"
268.747,273.754,N/A,"And if you want, you can name it."
273.774,277.318,N/A,But that will change as we get a group consensus after this.
277.338,278.42,N/A,"Okay, group consensus."
278.44,278.62,N/A,"Oh, wait."
278.64,280.362,N/A,You guys got a map to set on?
280.932,283.395,N/A,"Yeah, that would be most appreciative, thank you."
290.604,291.866,N/A,Where can you write this at?
293.067,300.056,N/A,I just put it in your- Ohhhh.
300.076,302.258,N/A,You left it up there.
302.278,302.379,N/A,Yep.
302.399,302.499,N/A,Okay.
302.679,310.028,N/A,"Okay, so the first one I've got is our fungi living on a branch."
315.256,318.062,N/A,Okay.
319.705,321.529,N/A,Are they a lichen or are they a fungi?
321.549,322.692,N/A,I think those are fungi.
327.442,329.406,N/A,"It wasn't working on mine, did it work on yours?"
329.687,332.372,N/A,There's also some crustose lichen on there.
333.114,333.214,N/A,Okay.
335.337,336.979,N/A,He said not to identify him.
336.999,338.922,N/A,That's just A. Okay.
338.942,340.784,N/A,"We're not really focused on him, but you can if you want."
340.804,342.046,N/A,"I mean, you're on a high school level."
342.186,343.648,N/A,If you want to be able to use names.
343.668,344.148,N/A,That's better.
344.229,346.532,N/A,"But as we do this, it gets kind of confusing, right?"
346.632,350.557,N/A,Because everyone has different samples from these spots they surveyed.
350.577,354.782,N/A,So A and then B. One second.
354.822,356.685,N/A,"Let me, I'm pulling up a picture of this."
357.306,357.666,N/A,Okay.
372.293,375.436,N/A,Now it's on the stick.
377.418,380.962,N/A,Yeah.
383.104,383.525,N/A,What is it?
384.045,385.467,N/A,It's mushrooms.
389.771,390.372,N/A,Got that wrong.
391.333,392.174,N/A,Can I toss him back?
392.994,395.577,N/A,Yeah.
395.657,395.978,N/A,Okay.
396.738,398.38,N/A,I'm pretty sure that was the one that was pulled in.
398.4,399.942,N/A,Next one is a mock.
399.962,400.242,N/A,So B is
401.099,406.384,N/A,"The moss, like, it's right... zominate or isome."
406.404,415.493,N/A,It's a rhizome.
419.657,421.438,N/A,Okay.
421.458,421.779,N/A,Moss.
428.205,428.305,N/A,Okay.
429.466,459.034,N/A,and a little bit when you guys are done I'm going to grab the other one in the middle okay so you can grab everything okay you want us to bring our samples yeah okay so keep the samples yeah when I'm done with them I'm going to put them in everything okay see if this is the same thing see are we just going to do a through f or are we wanting to do all of them I'm going to try to do all of them okay he's rushing me
460.988,462.61,N/A,So this one's the same thing.
465.854,470.179,N/A,"So moving on to C, which is in the grass family."
470.519,471.641,N/A,It's like one minute.
472.061,472.722,N/A,Good.
472.742,473.503,N/A,You guys need more than a minute.
473.543,474.344,N/A,More than a minute.
474.884,475.085,N/A,More?
476.346,477.127,N/A,OK.
477.147,479.25,N/A,How's two minutes now?
479.27,480.751,N/A,I suppose I could see.
481.532,484.656,N/A,How many minutes do you need?
484.916,484.996,N/A,Two.
485.017,485.477,N/A,How many you got?
485.497,485.938,N/A,I got tons of time.
488.32,488.441,N/A,Oh.
488.481,489.502,N/A,We got like 40 minutes.
489.522,489.662,N/A,And 40.
491.228,496.455,N/A,Japanese Stiltgrass.
496.715,509.572,N/A,"Uh, yes."
517.201,518.703,N/A,Okay.
518.723,520.105,N/A,So we were perfect.
523.983,545.012,N/A,what is that noise we finished and they were like
545.279,550.003,N/A,"That's it, that's all you want me to do?"
550.303,551.344,N/A,"And I was like, okay, maybe that wasn't good enough."
551.364,553.707,N/A,"So each year I've been trying to make it a little bit more complex, and I'm definitely going to try it."
553.727,555.668,N/A,Beefsteak plant.
555.688,556.329,N/A,Like beef?
556.749,558.951,N/A,"Yeah, or purple mint."
558.971,559.992,N/A,Chinese basil.
560.573,561.714,N/A,Those are all common names.
