start_time,end_time,speaker,text
0.098,7.476,N/A,"Simpson's diversity in between those two, and you can kind of see because we were like, well, if they're more even, then does that indicate a higher?"
7.928,12.733,N/A,"biodiversity index, and so what we found out is no, not necessarily."
14.395,26.288,N/A,"And so we put our Simpsons diversity with a group, so that's why I put that data back here is because if you were like, well I can't see all that data together, well now you can see this one had less richness, right?"
26.769,34.538,N/A,"And that was our score here, whereas like this one, not necessarily as even, but it had a much higher NDC."
35.298,37.581,N/A,So that was our major question.
39.147,42.11,N/A,"Yeah, and even then, even down here, too."
42.831,44.854,N/A,Go back to your models again a second.
44.874,47.497,N/A,"Sorry, I forgot exactly how it works."
47.517,47.957,N/A,More even populations.
47.977,50.04,N/A,Compared to rich populations have higher biodiversity.
52.523,52.723,N/A,More even.
52.743,55.586,N/A,More even would calculate a higher diversity index.
56.027,65.037,N/A,"So I was going with the numbers she originally gave, which showed us that even the area that had more evenness had a higher biodiversity."
67.025,68.367,N/A,It was this one.
68.427,70.088,N/A,Then you go back to your table.
70.108,75.675,N/A,"Because we were like, because in my student mind, I'm like, well, that one's more biodiverse because it's got more richness."
75.855,77.136,N/A,It's got more different species in it.
77.417,79.399,N/A,So it's filling more niches in different ways.
80.18,84.825,N/A,But there's only two.
84.845,87.288,N/A,And kids want to kind of come up with a fact.
87.308,89.23,N/A,"So I could see them, oh, look, that one's even, and it's always going to be higher if it's even."
89.25,90.932,N/A,"And then all of a sudden, it's like, so now you're proving, hey, you can't just say."
90.952,96.238,N/A,"Yeah, you can't just say, yeah, because of this and what I'm looking at, it's not necessarily biodiverse."
96.725,107.055,N/A,"And so right here, yeah."
111.676,115.623,N/A,their richness is real low but their evenness is also real low.
115.643,132.992,N/A,Right and that's when then that's when I started digging further I'm like well how does the Simpson actually really show biodiversity because in the student mind like I'm just putting a bunch of numbers together and then I'm getting this decimal and you're telling me the higher the number the more biodiversity
132.972,147.049,N/A,"but I don't know, then I started digging and it says basically, because I've used the Shannon index too, but Shannon index really focuses and allows you to elaborate on species richness, like it actually"
148.058,156.206,N/A,"is a heavier number whenever you use the Shandon with the number of species richness, whereas the Simpson really hones in on evenness more."
156.987,162.252,N/A,"So it's a really weird dynamic, and I don't know if I could explain that effectively to my kids."
