start_time,end_time,speaker,text
27.031,29.498,N/A,We're gonna need...
61.253,79.977,N/A,And then you'll see from 24 on is all you're gonna need today.
80.117,82.62,N/A,"Okay, so don't worry about scrolling back up that was from yesterday"
93.603,103.495,N/A,"Megan, do you have our hula hoop numbers?"
121.025,122.527,N/A,"Yeah, yeah, just a second."
122.567,123.749,N/A,So let me show you all this real quick.
124.21,125.551,N/A,So here we have aquatic.
126.192,128.195,N/A,And then this is our data from yesterday.
128.235,131.44,N/A,"Remember, the fifth one was unique because it was runoff data."
131.46,134.064,N/A,It wasn't from the actual river stream.
134.084,136.367,N/A,"But instead, it was from a puddle that came from."
136.467,143.317,N/A,"So if you want to analyze that data later, just remember that this is just a little bit unique."
143.337,144.278,N/A,"So yeah, outliers."
144.298,150.407,N/A,"So if you wanted to compare five and two, maybe when you do your data presentation, I guess I'm giving you a preview of what you're going to be doing."
151.113,156.1,N/A,"After we input all the data, we're going to split up into middle school groups and high school groups."
156.921,161.848,N/A,And the middle school group is going to have a little work session as a group.
161.868,164.051,N/A,And the high school group is going to have a little work session as a group.
164.412,165.633,N/A,And then we're going to have partners.
165.774,168.497,N/A,And you're going to pick whatever data you want to analyze.
168.838,169.359,N/A,It doesn't matter.
169.739,172.463,N/A,You're going to graph whatever data you want to analyze.
177.843,190.403,N/A,"One thing we wanted to make sure we did today, and I know we're all tired and this is probably not the funnest part, but a lot of times when we go to PDs, we hit all those like beginning things, right, like ooh, great activity, ooh, great activity, but you didn't get to the end."
190.844,199.097,N/A,"So we really wanted to make sure today that we got to the part of inputting the data, creating something with the data to make sure we've done that whole song."
199.858,203.985,N/A,"A lot of us, it's a race now, but at the beginning, we asked y'all like,"
233.699,240.472,N/A,"So before we go, let's go through some expectations, but let's put the data in first."
240.712,246.022,N/A,"So everyone, Megan, who is your partner?"
246.082,246.383,N/A,Justin?
246.924,247.605,N/A,"OK, you guys are one."
248.126,249.408,N/A,Who is your partner?
249.488,250.47,N/A,You weren't feeling well.
250.49,251.151,N/A,That's OK.
251.172,251.813,N/A,Who is your partner?
252.855,257.884,N/A,"OK, you guys are number two."
280.865,281.346,N/A,And then five.
283.651,285.414,N/A,Is that all the hoops we have?
286.597,287.719,N/A,Six?
287.739,289.683,N/A,They were five?
290.384,291.046,N/A,You guys are six?
292.068,295.495,N/A,"So when you look here, all you do, you can see your group number."
295.635,297.378,N/A,"You can see A through, right?"
297.418,299.563,N/A,Is everyone good with putting that in?
299.583,299.683,N/A,Okay.
312.269,330.273,N/A,I remembered the numbers of like the clover and the other thing.
335.0,341.348,N/A,How many species did we actually have
349.175,352.587,N/A,It's the best I could do.
378.74,383.749,N/A,So find a median of those two numbers.
383.769,387.576,N/A,"Sure, let's say 90."
388.498,395.01,N/A,We indicated indeed how many species we found.
410.212,427.495,N/A,But I thought the number of species in
429.179,436.591,N/A,We estimated 150 to 200.
436.611,448.791,N/A,There was a lot of this very round thing.
452.804,454.627,N/A,And that was most of our other.
454.787,456.41,N/A,Since some of us are done.
456.43,458.212,N/A,So how many species do you have in other?
458.373,459.494,N/A,I'm just going to ask a couple.
463.28,464.582,N/A,We had a few.
464.602,468.188,N/A,"It was mostly those round things, maybe four or five species."
468.469,469.871,N/A,And then just mostly the round things.
469.911,472.635,N/A,"Yeah, there was a lot of those."
476.564,480.514,N/A,I was just gonna ask a couple random questions before we split up.
481.055,482.74,N/A,How do y'all feel about ones?
484.384,488.975,N/A,"When we put a one, don't change it, but that's one."
489.036,493.948,N/A,Is one significant in your biodiversity plot?
495.127,499.233,N/A,"Yes, because there could be one there, but adjacent there could be 20."
499.273,500.675,N/A,"There you go, nice, cool."
500.695,501.777,N/A,So it was present.
501.957,502.638,N/A,"Yeah, agreed."
502.698,506.624,N/A,"So one may not be significant in one hoop, right?"
506.744,512.593,N/A,"But then like you said, if we look at all the hoops, maybe then it is more significant because we're looking at that larger area, right?"
512.633,513.574,N/A,"So yeah, beautiful."
513.554,521.484,N/A,"But if you're just, if you met your one little hula hoop and not really thinking about the rest of the area, that one might just kind of be an outlier maybe."
521.505,525.129,N/A,"So when you think about like the math and stuff in a little bit, think about those ones."
525.189,528.674,N/A,But also I like what Michelle said with thinking about the whole area too.
528.714,531.838,N/A,"So like when you think about the data and whatever you want to analyze, think about that."
532.579,534.782,N/A,"So okay, so that's there."
534.802,535.303,N/A,We've got that.
536.264,542.312,N/A,"When you go back to the slides, this is me and Jen kind of worked through this yesterday."
547.439,553.365,N/A,"All right, so just wanted to kind of bring back this ABC, and then we're really gonna focus on step B when we."
564.685,566.607,N/A,"There we go, Bayesian approach."
566.747,568.83,N/A,"So Josh talked about this, Jen talked about this."
569.811,574.717,N/A,So you start off with your research question and your initial response.
574.937,577.24,N/A,So the A is account for what you know.
577.26,578.401,N/A,So what do you already know?
578.421,580.864,N/A,What is your initial response to the research question?
580.884,583.748,N/A,What was our original research question for Tremont?
583.768,584.889,N/A,Is it a healthy ecosystem?
584.909,585.33,N/A,Right.
585.35,587.012,N/A,Is it healthy or how healthy is it?
587.052,587.632,N/A,So either way.
589.034,592.498,N/A,"So your initial response, so let's all think back to our initial response."
595.313,600.42,N/A,"So now we're going to take that data, and we're really going to focus on that data."
600.78,605.827,N/A,"And then when you make your little slide or whatever, we're still going to think about this confidence."
606.067,608.57,N/A,Do you still feel as confident as your initial response?
608.891,610.633,N/A,Would you feel as confident as your initial response?
610.653,613.857,N/A,So Audrey talked about when you guys go out to the creek a little bit sometimes.
613.877,615.439,N/A,So they think that it's going to be awful.
615.459,619.144,N/A,"Yeah, so we talk a lot about the water cycle in sixth grade."
642.53,646.617,N/A,And they have this kind of idea of our school.
646.677,648.76,N/A,They call it South Gusty.
648.84,652.747,N/A,"And that's part of their identity, right?"
652.847,653.989,N/A,That's fine.
654.95,659.037,N/A,And so it's really shocking to them when we go out and we actually do the water data.
689.071,694.656,N/A,"Okay, so as Justin and a few people just told us, what is the health of the ecosystem of streamline goes in."
694.916,700.481,N/A,So I'm wondering if you have any questions about the ABCs before we go into that.
701.322,718.858,N/A,"Okay, so also to remind you, ABC is not just one cycle of that every time when we reach C with yearly all students, if we want to, how can we add new"
760.537,765.663,N/A,So this is Krebs's thoughts through my words.
766.223,772.691,N/A,"So when we work together, I don't know if you've ever seen this, but he goes and you know, you watch his brain work, right?"
772.891,775.914,N/A,"And then I'm like, hold on a second, and I'm like, all right, let's get these thoughts together."
775.954,779.839,N/A,"So if you have any questions, we'll ask for him on this too."
