start_time,end_time,speaker,text
7.523,27.629,N/A,"Do you mind if we record your own conversation Okay, no, that's totally fine."
33.137,36.501,N/A,Thank you
36.751,59.991,N/A,"Okay, so I got a single leaf what we call simple leaf so that's one category."
60.359,60.8,N/A,I guess.
61.982,68.193,N/A,And this one is a compound leaf because it is many leaflets in one leaf.
68.213,73.022,N/A,So I'm going to say we got one compound is what I'm going to say.
73.784,74.745,N/A,That's category.
80.055,82.84,N/A,What else could we find?
84.659,90.089,N/A,"We could see if any of the trees are fruiting, so they maybe have seeds."
90.95,91.632,N/A,Yeah.
91.672,93.054,N/A,That would be another category.
94.717,95.418,N/A,We can do that.
97.482,98.804,N/A,"You go a direction, too."
98.905,100.207,N/A,I don't know if I'm doing this right.
100.708,102.852,N/A,"Well, that's not a red leaf."
102.872,103.553,N/A,Is that a red leaf?
103.934,104.414,N/A,No.
105.056,105.857,N/A,I don't know.
105.917,106.218,N/A,Is it?
106.638,107.34,N/A,That's a fungus.
107.7,108.642,N/A,"Yeah, let's not do that."
109.432,117.7,N/A,It would be I mean we could write it down write it down.
117.9,123.746,N/A,Yeah fungus leaf or fungus fungi mushroom.
125.167,132.754,N/A,"Here's another compound leaf, but this one's different because it's got multiple leaflets on different locations."
133.235,133.635,N/A,Yes.
134.356,136.738,N/A,So I don't know how you want to do that.
137.107,143.196,N/A,"So the one this one is a compound, but it stems from a single point where this one stems from different points."
143.416,143.957,N/A,All right.
144.077,145.519,N/A,So I'm just going to draw a picture.
145.82,146.1,N/A,Yeah.
146.641,149.545,N/A,Single point versus multi point.
150.186,150.366,N/A,Yeah.
161.903,163.165,N/A,"Yeah, looks good to me."
166.942,169.209,N/A,OK.
169.229,170.452,N/A,Don't touch the poison ivy.
171.876,172.398,N/A,So let's see.
172.418,173.401,N/A,What else we got?
173.421,173.882,N/A,Let's see.
181.263,181.845,N/A,I don't know.
182.872,185.958,N/A,These are similar leaves we already saw or aren't.
185.978,187.821,N/A,"Yeah, they're just shapes different."
188.102,195.856,N/A,"These are simple leaves because there's the bud right there, but they're just bigger and shape more heart shape."
196.036,198.4,N/A,You could do shapes of leaves.
198.421,199.783,N/A,"Another category, I guess."
200.81,201.631,N/A,What heart shapes?
201.872,203.354,N/A,"Shapes of leaves, I guess."
203.835,204.095,N/A,I don't know.
204.115,205.497,N/A,Shapes.
205.517,209.103,N/A,Because that one's more heart shaped than this simple leaf was.
209.183,210.265,N/A,So the shapes of leaves.
210.565,211.066,N/A,OK.
211.086,212.929,N/A,Compound versus simple versus shape.
224.307,226.851,N/A,This one's like a star shape.
231.37,233.253,N/A,I guess I could draw one like that.
233.553,234.374,N/A,So you're artist?
234.835,235.035,N/A,No.
235.796,236.638,N/A,By no means.
237.018,239.321,N/A,I'm just drawing.
239.341,242.586,N/A,Squiggles is what I'm drawing.
242.606,243.527,N/A,"Well, I'll let you have that."
247.153,247.353,N/A,Let's see.
247.373,247.954,N/A,What else?
251.579,253.181,N/A,What other leaves are there?
253.582,254.523,N/A,There's needle leaves.
255.024,257.167,N/A,You could do needles like the.
257.207,257.708,N/A,These right here?
257.728,259.31,N/A,Yeah.
259.33,260.652,N/A,That's a different category.
262.336,263.978,N/A,I'm gonna pull a little piece off there.
270.764,271.465,N/A,Needle leaves.
277.091,278.492,N/A,"Broadleaf, needle leaf."
283.057,289.863,N/A,"These are single, these are kinda like the single leaves where they're only like they're connected at one point."
290.044,290.484,N/A,One point?
290.524,291.465,N/A,Yeah.
291.766,293.109,N/A,So go in that category.
300.768,305.64,N/A,Pines have different needles.
319.272,325.06,N/A,Show me a few spots a little different.
325.08,328.785,N/A,I see if I see any other leaves that haven't really been our radar.
328.805,341.462,N/A,"I mean, yeah."
341.482,346.208,N/A,All these leaves are very similar in a sense.
347.032,348.756,N/A,I haven't seen anything that's like just stuck out.
349.116,350.099,N/A,"Right, that's different."
361.583,364.028,N/A,"Oh, there's a pine of some kind."
378.875,380.317,N/A,Let's see if there's anything.
380.337,382.499,N/A,"Oh, here we go."
382.859,385.983,N/A,"Oh, look a little."
386.003,386.243,N/A,Look at him.
386.263,390.067,N/A,"Let him go, let him go, let him go."
390.147,390.607,N/A,Let's see.
390.668,394.131,N/A,"So this one's a pine, but the needle leaves are different."
394.151,395.673,N/A,Let's see if I can find a bundle.
405.003,405.203,N/A,Let's see.
